"sent_pos","source"
0,"В столицу частично вернутся ларьки и киоски."
1,"Префектуры Москвы открывают конкурсы на размещение объектов мелкорозничной торговли."
2,"Столичные власти всё же решили навести порядок с размещением киосков в городе."
3,"Причём законный порядок."
4,"«Известия» пишут, что после недавнего распоряжения Сергея Собянина — избавить от торговых палаток участки вокруг станций метро — были ликвидированы 2204 из 9731 киоска."
5,"По заверениям члена общественной организации малого и среднего бизнеса «Опора России» Владлена Максимова, сносились в том числе и ларьки, имевшие полный пакет документов."
6,"Другими словами, чиновники явно переусердствовали, выполняя указание мэра, поскольку администрация города распоряжений относительно судьбы законно установленных точек не давала."
7,"Чтобы избежать напряжённости и разночтений, префектуры административных округов Москвы открыли конкурсы на размещение объектов мелкорозничной торговли на первое полугодие будущего года."
8,"Он начался 30 ноября и закроется 16 января 2011 года."
9,"Однако предприниматели сомневаются, что регистрация новых арендаторов закончится вовремя, поскольку впереди предпраздничная лихорадка, а затем 10 дней новогодних каникул."
10,"Напомним, в будущем году количество ларьков и палаток в российской столице планируется сократить на 14%, а к 1 мая по распоряжению Сергея Собянина Москомархитектура разработает схему размещения киосков."
