"sent_pos","source"
0,"Александр Исаевич , человек - архипелаг 11 декабря 1918 года родился Александр Солженицын , один из самых влиятельных русских писателей XX века Сегодня исполняется 91 год большому писателю и человеку ."
1,"Кем был , каким был покойный Александр Исаевич ?"
2,"Вопрос этот тысячи раз ещё изучат на тёплых кафедрах и холодных кухнях ."
3,"Для одних он так и останется фантомной болью словесности , косноязычным нобелевским генералом , морщинистым мешком с вечно пыльного иконостаса литературных классиков средней школы ."
4,"Для других — рыцарем самоотверженной борьбы за русскую родину ."
5,"Как бы ни сложилась дальнейшая писательская судьба , сегодняшний Александр Исаевич несёт посмертную вахту вымученного литпамятника , каменноликого учителя жизни , железного дровосека , прорубившего творческий путь промеж « плохим » советским и « хорошим » антисоветским « обществом » ."
6,"Личные заслуги Солженицына перед новейшей историей неоспоримы , тома « Архипелага ГУЛАГ » и « Красного колеса » вынесли мозги советской интеллигенции , вернуть вещество на место Александр Исаевич пытался всю оставшуюся жизнь , не вышло , а теперь поздно ."
7,"Читать его ( с учётом введения в образовательную обязаловку ) будут всё меньше и меньше , ну и лучше понимать , как ни парадоксально , станут « те , кому надо » ."
8,"Александр Исаевич ни капли не обидится — мало кто , как он , умел выдержать олимпийскую позу и в пору международного триумфа , и в смертный час читательского равнодушия ."
9,"Так было не всегда : творчество его можно разделить на три этапа ."
10,"Первый , умеренно популярный , оттепельный , советский , наиболее прозаический , — « Один день Ивана Денисовича » , « Матрёнин двор » , « Бодался телёнок с дубом » ."
11,"Решительно рекомендую молодёжи !"
12,"Второй , главный , диссидентский и шумный , — от « В круге первом » до « Архипелага ГУЛАГ » — филологам и въедливым человековедам ."
13,"Последний , посттриумфальный , публицистический , — от « Красного колеса » и статей в перестроечной прессе до « 200 лет вместе » ."
14,"Сюда историкам , начинающим конспирологам и криптоаналитикам ."
15,"В целом тяжёл и непрост весь Солженицын не только для обывателя ."
16,"Профессионально заниматься им ― значит заниматься коллективной терапией ( заинтересованных лиц можно отослать и к мелодраматичной биографии солженицыноведа Людмилы Сараскиной [ ЖЗЛ , издательство « Молодая гвардия » , 2009 ] , и к остроумной критике солженицыноблюстителя философа Дмитрия Галковского [ « 80 лет вместо » ] , и к внимательному психоаналитическому разбору , которому ещё при жизни Солженицына подверг его Олег Давыдов ) ."
17,"Нам же наиболее любопытной представляется посмертная судьба общественно значимой ипостаси персонажа ."
