"sent_pos","source"
0,"На юго-западе Москвы произошёл сильный взрыв газопровода На юго-западе Москвы 10 мая около 00:20 по московскому времени произошел разрыв газопровода и возник сильный пожар."
1,"Разрыв трубопровода произошел в районе Мичуринского проспекта на пересечении с озерной улицей, недалеко от въездного поста ДПС на МКАД."
2,"Пожару на газопроводе была присвоена пятая, высшая, категория сложности."
3,"Пожару предшествовала серия хлопков."
4,"По словам очевидцев, первоначально был слышен сильный звук выходящего газа, похожий на рев взлетающего реактивного самолета, после чего примерно через минуту произошло возгорание разлившегося газа и только после этого возник горящий факел высотой в 20-этажный дом."
5,"Рассматриваются версии как техногенной аварии, так и человеческий фактор."
6,"В качестве одной из причин аварии по предварительным данным стала разгерметизация трубы высокого давления диаметром в один метр."
7,"Об этом сообщил корр."
8,"ИТАР-ТАСС источник в правоохранительных органах столицы."
9,"«Это предварительные выводы специалистов, которые работают сейчас на месте происшествия», - отметил собеседник агентства."
10,"По его словам, окончательные причины аварии будут названы позднее."
11,"По предварительным данным, взрыв на газопроводе произошел из-за разгерметизации аварийного клапана."
12,"Клапан в случае повышения давления в магистральной трубе сбрасывает лишнее давление в специально устроенную подземную емкость, сообщил РИА Новости источник в правоохранительных органах столицы."
13,"«По всей вероятности, от взрыва газа горит и это газохранилище."
14,"До сих пор близко к месту пожара подойти не удается и точных данных о причинах ЧП и масштабах аварии нет», — сказал собеседник агентства."
15,"По его словам, в момент взрыва газовой трубы газ в ней находился под давлением 40 атмосфер."
16,"По предварительным данным на 4 часа одной из причин взрыва на трубопроводе в Москве могло стать умышленное повреждение магистрали."
17,"Об этом сообщил РИА Новости источник в правоохранительных органах столицы."
18,"«Одной из причин взрыва и последующего за ним пожара на газовой магистрали в Москве могло стать стать умышленное повреждение или внешнее воздействие», — сказал источник."
19,"По его словам, в настоящее время на месте находятся специалисты-взрывотехники МВД и ФСБ."
20,"После того как предоставится возможность и будет полностью погашен огонь и снижена температура на месте пожара они приступят к работам по установления причин ЧП."
21,"«Экспертами На месте будут отрабатываться в том числе и вероятность подрыва газопровода», — сказал источник."
22,"По данным на 2 часа ночи пострадали 5 человек."
23,"Им была оказана медицинская помощь."
24,"Столб пламени на месте аварии достигал около 200 метров."
25,"Жар от пламени распространялся почти на километр."
26,"Горение на месте разрыва газопровода сопровождалось сильным ревом вырывающегося газа."
27,"Ощущался также химический запах."
28,"Мэр Москвы Юрий Лужков и глава МЧС РФ Сергей Шойгу к этому моменту прибыли на место происшествия."
29,"К 2:00 мск сила пламени немного ослабла, но пожарные пока не имеют возможности приблизиться к месту возгорания."
30,"По данным на 2:50 был создан оперативный штаб по тушению пожара."
31,"К месту аварии прибыл также начальник департамента обеспечения безопасности дорожного движения МВД России Виктор Кирьянов, а также высокопоставленные представители других силовых ведомств."
32,"В ликвидации аварии на тот момент принимали участие по меньшей мере 35 пожарных расчетов, также там дежурили кареты «скорой помощи»."
33,"Угрозы жилым домам, расположенным поблизости от места прорыва газопровода на юго-западе Москвы, нет, сообщил «Интерфаксу» источник в оперативном штабе по тушению пожару."
34,"«Рассматриваются версии как техногенной аварии, так и человеческий фактор."
35,"Но скорее всего, взрыв газа на магистральном газопроводе не был вызван терактом, а является техногенной аварией», — такое мнение корр ИТАР-ТАСС на месте событий высказали пожарные, работающие близ места возгорания."
36,"От высокой температуры загорелось находящееся через дорогу недостроенное пятиэтажное служебное здание."
37,"«Огонь перекинулся на соседнее строящееся здание и охватил крышу и три этажа, общая площадь этого пожара составляет 800 кв метров», — сказали в правоохранительных органах."
38,"Движение автотранспорта в районе пожара на газопроводе на юго-западе Москвы было перекрыто."
39,"Об этом корр."
40,"ИТАР-ТАСС сообщили в столичной автоинспекции."
41,"По данным на 3 часа взрыв на газопроводе и пожар не привел к нарушению в энергоснабжении Москвы и области, заявил РИА Новости представитель «Московская объединенная электросетевая кампания», которая отвечает за распределительные электрические сети московского региона."
42,"«У нас, по энергообъектам кампании в 11-м сетевом районе (в районе пожара) никаких проблем нет, все работает нормально, нет отключений и снижения нагрузки», — сказал он."
43,"По данным на 3:13 пожарные, спасатели, а также помогающие им местные жители были заняты эвакуацией новых автомашин «Рено», находящихся в одном из фирменных автосалонов на расстоянии 500 метров от места аварии, также проводилась эвакуация личного автотранспорта."
