"sent_pos","source"
0,"Писатели-фантасты соберутся, чтобы выяснить, кто из них лучший В Подмосковье пройдёт XI Международная литературная конференция по вопросам фантастики «РосКон»."
1,"С 31 марта по 3 апреля в подмосковном пансионате «Лесные дали» состоится XI Международная литературная конференция по вопросам фантастики «РосКон»."
2,"Почётными гостями мероприятия будут писатели Роберто Квалья (Италия), Сергей Лукьяненко, Василий Головачёв, Роман Злотников, Вадим Панов, Ник Перумов, Владимир Тарасов, Г.Л. Олди, М. и С. Дяченко, Александр Громов."
3,"Центральное событие «РосКона» — подведение литературных итогов минувшего года."
4,"Премии вручаются в номинациях: «Романы», «Повести, рассказы», «Критика, литературоведение, история фантастики», «Межавторские проекты», «Составитель сборника»."
5,"Кроме того, будут вручены премии «Интернет-Роскон», «Алиса», «Фантаст года» (соучредитель — издательство «Эксмо»)."
6,"Лучшие в каждой номинации определяются по итогам двухтурового голосования участников конференции."
7,"Традиционно «РосКон» — это мероприятие, на которое приезжают не только известные писатели, но и читатели, начинающие писатели, издатели, художники и т.п. На нём заключаются договоры и решаются деловые вопросы, на нём встречаются коллеги из разных городов и в неформальной обстановке общаются с именитыми отечественными и иностранными фантастами."
8,"Для участников конференции подготовлена обширная программа."
9,"Запланирована встреча с организаторами научного эксперимента «Марс-500» и участниками литературного проекта «Дорога к Марсу»."
10,"В июне 2010 года стартовал эксперимент по долговременному пребыванию людей в изоляции от окружающего мира."
11,"Экипаж из шести человек более 500 суток проведёт в замкнутом пространстве, проводя различные научные и медицинские исследования, — это часть подготовки к марсианской экспедиции человечества."
12,"Писатели-фантасты проводят параллельно с этим свой эксперимент: 12 известных фантастов в течение 16 месяцев пишут научно-фантастический роман «Дорога к Марсу» в формате буриме."
13,"Кроме этого, пройдут дискуссии на различные темы: о влиянии человека на историю, о валюте будущего, о современной российской фантастике и др. В преддверии Дня космонавтики писатель Александр Громов популярно расскажет об астрономии и предложит всем желающим посмотреть в телескоп, оптика для которого сделана им собственноручно."
14,"На «РосКоне» проводятся литературные мастер-классы."
15,"Мастерами в этом году выступят Сергей Лукьяненко, Ник Перумов и Василий Головачёв."
16,"По окончании мастера обычно рекомендуют одно или несколько произведений начинающих писателей издательствам."
17,"О фантастике в поэзии читайте в статье Частного корреспондента «Лирика и фантастика»"
