"sent_pos","source"
0,"Вот перед нами лежит Эльдорадо Археологи обнаружили следы вероятного прообраза мифической страны."
1,"Археологи нашли останки ранее неизвестной цивилизации на границе современной Бразилии и Боливии."
2,"Исследователи просматривали спутниковые фотографии региона в Google Earth, где были запечатлены последствия обширных лесных вырубок."
3,"Против уничтожения лесов активно выступают экологи, но археологам она помогла увидеть сеть дорог, протянувшуюся более чем на 250 километров."
4,"Дорожная структура имеет прямоугольную форму, что доказывает её искусственное происхождение."
5,"Возможно, в период со II века до нашей эры примерно по XIII век нашей эры в этом регионе жили до 60 тыс."
6,"человек."
7,"Журналисты немедленно связали загадочную цивилизацию с мифом об Эльдорадо, но сами учёные об этом не говорят ни слова."
8,"Эльдорадо — загадочная страна золота и драгоценных камней, миф о которой появился сразу после открытия Америки конкистадорами."
9,"Её название происходит от испанского el dorado — золотой."
10,"Начало мифа было положено тогда, когда из Перу в Севилью отправились корабли, гружённые золотом инков."
