"sent_pos","source"
0,"Сильвио Берлускони грозит вотум недоверия Две итальянские партии заявили о намерении выйти из правительства и запустить процесс отставки премьер-министра."
1,"Главе правительства Италии Сильвио Берлускони может быть вынесен вотум недоверия."
2,"Демократическая партия «Движение за автономию» и партия «Будущее и свобода для Италии», созданная спикером нижней палаты парламента Джанфранко Фини, заявили о намерении выйти из правительства и запустить процесс его отставки."
3,"Вместе с тем конкретных сроков названо не было."
4,"Как сообщает РБК, катализатором раскола стал недавний скандал с малолетними проститутками, в котором был замешан Берлускони."
5,"Тогда Фини призвал своего бывшего соратника проявить политическую волю и добровольно уйти в отставку."
6,"«C."
7,"Берлускони должен продемонстрировать политическую смелость и подать в отставку."
8,"Дальше двигаться вперёд невозможно», — заявил чиновник и пообещал в противном случае вывести свою партию из правительства и правящего большинства."
9,"Между тем сам премьер заявил недавно, что в отставку не собирается."
10,"Напомним также, что 30 сентября верхняя палата итальянского парламента выразила вотум доверия правительству Берлускони."
11,"В его поддержку проголосовали 174 сенатора, против — 129."
12,"Результаты голосования продемонстрировали поддержку парламентом правящей коалиции, пережившей фактический раскол после выхода из партии Берлускони «Народ свободы» нынешнего спикера нижней палаты Дж. Фини."
13,"Как заявил Берлускони, его правительство останется до конца мандата — ещё три года."
