"sent_pos","source"
0,"Холдинг «ПрофМедиа» принял решение закрыть телеканал MTV в России, на его частоте выйдет в эфир развлекательная «Пятница»."
1,"«Ведомости» сообщают, что с июня 2013 года развлекательный телеканал MTV прекратит своё существование."
2,"Его преемником на той же частоте станет «Пятница» - канал новой развлекательной формации."
3,"Руководство «ПрофМедиа» уже сообщило о своем бесповоротном решении не продлевать далее контракт с компанией «Viacom», являющейся владельцем бренда MTV."
4,"В пресс-службе «ПрофМедиа» и российского представительства Viacom уточнять детали лицензионного соглашения отказались."
5,"Никаких комментариев о дальнейшей судьбе «MTV» в России не дал и президент информационно-издательского холдинга Николай Картозия."
6,"Официальный сайт телеканала также не раскрывает подробности грядущих перемен."
7,"По данным TNS, «MTV Россия» входит в число двадцати самых популярных каналов развлекательной тематики в России."
8,"Хотя некоторые музыкальные критики констатируют небольшое падение доли целевой аудитории канала за последние два-три года."
9,"Но это скорее связано с тем, что MTV стало больше уделять внимание развлекательным шоу и программам, поставив музыку на второй план."
10,"Известно, что новый телеканал «Пятница» уже проводит презентационные мероприятия для ряда рекламных агентств."
11,"Сообщается также, что новый развлекательный ресурс будет ориентирован на более взрослую аудиторию – до 44 лет."
12,"Своего логотипа у канала пока нет."
13,"Отметим также, что между руководством «Пятницы» и «Первого канала» уже заключён договор на приобретение прав на ретрансляцию таких популярных программ, как «Прожекторперисхилтон» и «Большая разница»."
14,"Насколько новая версия канала станет успешнее своего предшественника, покажет время и мнение целевой аудитории."
15,"По сообщениям lifenews.ru, руководство «ПрофМедиа» решило на всем MTV оставить лишь штат из 10 человек."
16,"Для работников канала это объявление оказалось ""как снег на голову""."
17,"Известные ви-джеи Ирена Понарошку, Александр Анатольевич, Юра Пашков и Марика «и в шутку и всерьёз» сообщили, что уже записались в ряды безработных."
