"sent_pos","source"
0,"РФ готова принять новую порцию ядерных отходов от ОАЭ «Гринпис» оспаривает выгодность проекта."
1,"Москва обсуждает с Объединёнными Арабскими Эмиратами возможность заключения контракта на поставку ядерного топлива для строящихся в этой стране атомных станций."
2,"Как отметил в минувшую субботу постоянный представитель ОАЭ при МАГАТЭ Хамад аль-Кааби, в вопросе поставки топлива для его страны предпочтительнее соглашение, предусматривающее возврат отработанного топлива, так как это позволит сэкономить на расходах на строительство хранилища для ОЯТ."
3,"Контракт с поставщиком ядерного топлива планируется заключить на 15 лет."
4,"Кроме России, свое согласие на такие условия выразила только Франция, сообщает NEWSru.com."
5,"В России действует временное хранилище для ОЯТ в Красноярском крае."
6,"Также хранением и утилизацией ядерных отходов занимается ядерный центр «Маяк» в Челябинской области."
7,"Кроме того, в сентябре 2006 года на Мурманском ремонтно-технологическом предприятии «Атомфлот» был открыт береговой комплекс для долговременного хранения ядерного топлива, не поддающегося переработке."
8,"Хотя в Министерстве атомной промышленности РФ утверждают, что хранение отработанного ядерного топлива является крайне выгодным, эксперты «Гринпис» в этом сомневаются, указывая, что этот бизнес не только опасный для экологии, но и не доходный."
9,"Как утверждают экологи, в последние годы в Россию было доставлено более 700 тыс. тонн радиоактивных отходов."
10,"По словам чиновников Минатома, за хранение 20 тыс. тонн иностранных ядерных отходов страна получает до 16 млрд долларов."
11,"Таким образом, Россия должна была заработать за эти годы более 2 трлн долларов."
12,"Однако, по мнению главы антиядерной программы российского отделения «Гринпис» Владимира Чупрова, экономически содержать хранилища ОЯТ крайне невыгодно, так как чересчур высоки расходы на переработку отходов."
