"sent_pos","source"
0,"Танки против цен «Народный социализм» в действии."
1,"На крайние меры приходится идти Уго Чавесу, чтобы предотвратить негативные последствия прошедшей в Венесуэле три дня назад девальвации."
2,"Глава страны пригрозил, что на борьбу с теми, кто собирается бессовестно нажиться на денежной реформе, он отправит армию."
3,"Так, с вооружёнными силами придётся столкнуться тем компаниям, которые, пользуясь непростой экономической ситуацией, взвинчивают цены на свои товары и услуги."
4,"Чавес распорядился, чтобы арестованных с помощью солдат руководителей спекулятивных предприятий судили, а их фирмы передавались в распоряжение сотрудников."
5,"Напомним, в минувшую пятницу в Венесуэле прошла резкая девальвация национальной валюты."
6,"В результате реформы были установлены два разных курса венесуэльского боливара к американской валюте."
7,"До сих пор это соотношение составляло 2,15 боливара за доллар."
8,"Однако теперь товары первой необходимости будут ввозиться в страну по курсу 2,6 боливара за доллар, а остальной импорт будет поступать в Венесуэлу по курсу 4,3 боливара за доллар."
9,"«Частный корреспондент» уже писал о том, что из-за внутренних проблем Чавес явно идёт на обострение отношений с соседями, в первую очередь — с Колумбией и США."
10,"Подробнее об этом читайте в статье Частного корреспондента «Итоги-2009."
11,"Латинская Америка»"
