"sent_pos","source"
0,"Рано успокоились Лесные пожары продолжают бушевать в трёх регионах страны — Волгоградской, Самарской и Саратовской областях."
1,"За минувшие сутки в Волгоградской области огнём было уничтожено более 500 строений, а также погибли пять человек."
2,"Кроме того, с ожогами различной степени тяжести и отравлениями угарным газом госпитализированы около 20 человек."
3,"Руководство региона провело экстренное заседание в связи с резко ухудшившейся пожароопасной ситуацией."
4,"В настоящее время в области сохраняются три активных очага возгорания, с которыми не удаётся совладать из-за сильного ветра."
5,"«Два из них в Жирновском районе — сёла Фоменково и Александровка, и один в Руднянском — населённом пункте Рудня», — цитирует  «Газета.Ru» представителя администрации региона."
6,"Жара и порывистый ветер также повлекли за собой появление пожаров в Саратовской области, где зарегистрировано семь очагов возгорания — в Аткарском, Базарно-Карабулакском, Екатериновском, Новобурасском, Лысогорском и Петровском районах."
7,"О жертвах и пострадавших в этом регионе страны, к счастью, не сообщается."
8,"Режим ЧС введён и в Самарской области, где лесной пожар распространился на площадь 200 гектаров."
9,"В МЧС не исключают, что огонь может перекинуться и на другие российские регионы."
10,"Стихия прежде всего угрожает Астраханской области, Татарстану, Башкирии и Калмыкии."
