"sent_id","par_id","source","book_id","par_pos","sent_pos"
42764,13877,"Два дня на то, чтобы всесторонне исследовать современное прочтение мира",1515,1,1
42765,13877,"В Москве состоится книжный мультимедийный фестиваль под открытым небом BookMarket.",1515,1,2
42766,13878,"3 и 4 сентября в саду «Эрмитаж» будет проходить книжный мультимедийный фестиваль под открытым небом BookMarket, который призван всесторонне исследовать современное прочтение мира: литературу, музыку, кино, театр, искусство, образование — книги для детей и взрослых.",1515,2,1
42767,13879,"Центром фестиваля станет «Книжная Полка» — инсталляция, которая охватит пространство сада «Эрмитаж», преобразив его в самый большой книжный развал под открытым небом.",1515,3,1
42768,13879,"Каждая секция «Книжной Полки» посвящена различным направлениям мира книг: книжные новинки для массового читателя и редкие издания, электронные ридеры, аудиокниги, антикварные издания, развивающие книги для детей и многое другое.",1515,3,2
42769,13879,"В BookMarket примут участие около 20 книжных магазинов со всей России, среди которых «Новый книжный», «Буква», «Гумбольдт и Гумбольдт», «Фаланстер», «Порядок слов», «Лавочка детских книг» и другие.",1515,3,3
42770,13880,"Важное место на «Полке» занимает электронная зона.",1515,4,1
42771,13880,"В пространстве «Книгабайт» будут представлены тач-скрин-панели с полками виртуальных книг.",1515,4,2
42772,13880,"Несколькими прикосновениями посетитель сможет выбрать нужную книгу, пролистать и скачать её на любой электронный носитель.",1515,4,3
42773,13880,"Среди новейших технологий фестиваля — презентация новой российской системы Print on demand («печать по запросу»), которая набирает популярность по всему миру.",1515,4,4
42774,13880,"Программа BookMarket очень насыщенна и оба дня будет идти в нон-стоп-режиме с 12:00 до 22:00.",1515,4,5
42775,13880,"Актёрские читки, театральные перформансы от Константина Богомолова, литературные чтения, концерты, «Поэзия в массы», парад видеоарта, музыка от основателя группы «АукцЫон», концерт финских «Рок-грызунов», специальная программа от культового бара «Пурга» (СПб) — каждую минуту гости сада «Эрмитаж» будут вовлечены в процесс живого творчества.",1515,4,6
42776,13880,"Кульминацией первого дня фестиваля станут «Внеклассные чтения», в которых примет участие Андрей Колесников, Тина Канделаки и бессменная команда журнала «Русский пионер».",1515,4,7
42777,13880,"Специальный гость — Noize MC.",1515,4,8
