"sent_pos","source"
0,"Венгерский профессор создал новую головоломку."
1,"Эрно Рубик спокойно почивал на лаврах своей предыдущей головоломки 35 лет."
2,"Как известно, кубик Рубика на зависть Барби и всем трансформерам вместе взятым является непревзойдённым лидером среди игрушек по общему количеству продаж."
3,"С момента его первого появления в магазине в 1974 году по всему миру было продано около 350 млн."
4,"штук шестигранной головоломки."
5,"Однако венгерский профессор всё-же надеется ещё раз удивить весь мир."
6,"На днях он представил общественности своё новое детище - сферу или шарик Рубика."
7,"Эта головоломка представляет собой вращающиеся на осях три прозрачные сферы, которые находятся одна в другой."
8,"Внутри центральной сферы – 6 цветных шаров."
9,"Цель игры - через отверстия в сферах довести каждый шар до гнезда с соответствующим цветом, расположенного на внешней сфере."
10,"Те, кто уже пробовал решить новую головоломку, уверяют что для этого требуются более сложные движения рук, чем для собирания кубика."
11,"Шарик Рубика появится на прилавках Европы по цене 15 долларов уже на следующей неделе, сообщает dvice.com."
12,"Любители головоломок не исключают, что новое изобретение Рубика будет ещё более популярным, чем предыдущее, сообщает finansmag.ru."
