"sent_pos","source"
0,"Президент Башкортостана Муртаза Рахимов, руководивший республикой с 1993 года, подал в отставку."
1,"Об этом стало известно после встречи Рахимова с Дмитрием Медведевым."
2,"Глава государства заявил, что получил заявление об отставке и решил его удовлетворить."
3,"Исполняющим обязанности главы республики назначен Рустэм Хамитов."
4,"15 июля Курултай Башкортостана принял закон о личных, имущественных и финансовых гарантиях для уходящих в отставку глав республики."
5,"В нем говорится о пенсии, охране, социальных льготах и неприкосновенности бывшего главы республики."
6,"Официально размер пенсии, положенной Рахимову, не называется."
7,"Рустэм Хамитов опроверг появившуюся в СМИ информацию о необычно высокой пенсии Муртазы Рахимова."
8,"12 декабря 1993 года избран первым президентом Республики Башкортостан."
9,"В ходе первого президентского срока был подписан Договор Российской Федерации и Республики Башкортостан о разграничении предметов ведения и взаимном делегировании полномочий между органами государственной власти Российской Федерации и органами государственной власти Республики Башкортостан (3 августа 1994 г.)."
10,"14 июня 1998 года переизбран на пост президента Республики Башкортостан на второй срок."
11,"Выборы проходили с рядом нарушений законодательства как Российской Федерации, так и самой Республики Башкортостан."
12,"В 1993—2001 являлся по должности членом Совета Федерации РФ, позднее — членом Государственного Совета РФ."
13,"5 марта 2003 года госсобрание Башкирии поддержало законопроект, продлевающий истекающие 14 июня полномочия президента до декабря 2003 года, для совмещения выборов главы республики с выборами в Госдуму."
14,"Данное решение противоречило законодательству Российской Федерации."
15,"На президентских выборах 7 декабря 2003 года Муртаза Рахимов не смог переизбраться в первом туре, набрав 42,59 % голосов при необходимых 50 %."
16,"Удержаться у власти ему позволила лишь договоренность с федеральными властями (встреча с Владимиром Путиным 8 декабря 2003 года)."
17,"Во втором туре он «победил», набрав 78,01 % голосов."
18,"Его соперника Сергея Веремеенко поддержали 15,84 % избирателей."
19,"Тогда же проводились выборы в Государственную думу РФ, куда Рахимов прошёл по партийным спискам «Единой России»."
20,"В середине сентября 2006 досрочно поставил перед президентом РФ Владимиром Путиным вопрос о доверии."
21,"5 октября Владимир Путин внёс в парламент Башкирии его кандидатуру для утверждения на новый срок."
22,"10 октября 2006 депутаты госсобрания Башкирии наделили Муртазу Рахимова президентскими полномочиями на новый пятилетний срок."
23,"12 июля 2010 года глава администрации президента России Сергей Нарышкин предложил 76-летнему Рахимову покинуть свой пост."
24,"15 июля 2010 года Президент Российской Федерации Д.А.Медведев принял отставку М.Рахимова с поста президента Республики Башкортостан."
