"sent_pos","source"
0,"Первый выпуск комиксов о Супермене, приобретённый в 1938 году за 10 центов, продан на днях за миллион долларов."
1,"Стало известно о покупке первого выпуска комиксов о Супермене 1938 года, совершённой 22 февраля анонимным покупателем, сообщает Guardian."
2,"Раритетный в наше время экземпляр был продан за рекордные 640 тыс."
3,"фунтов (1 млн долларов)."
4,"Примечательно, что в 1938 году этот выпуск комиксов был куплен его будущим владельцем всего за 10 центов."
5,"На его обложке изображён Супермен в привычном тёмно-синем костюме и красном плаще, поднимающий в воздух машину."
6,"О покупателе сказано лишь, что это хорошо известный в Нью-Йорке коллекционер, в чьей собственности уже имеются подобные издания."
7,"Первый выпуск комиксов о Супермене, приобретённый в 1938 году за 10 центов, продан на днях за миллион долларов."
8,"Стало известно о покупке первого выпуска комиксов о Супермене 1938 года, совершённой 22 февраля анонимным покупателем, сообщает Guardian."
9,"Раритетный в наше время экземпляр был продан за рекордные 640 тыс."
10,"фунтов (1 млн долларов)."
11,"Примечательно, что в 1938 году этот выпуск комиксов был куплен его будущим владельцем всего за 10 центов."
12,"На его обложке изображён Супермен в привычном тёмно-синем костюме и красном плаще, поднимающий в воздух машину."
13,"О покупателе сказано лишь, что это хорошо известный в Нью-Йорке коллекционер, в чьей собственности уже имеются подобные издания."
14,"Первый выпуск комиксов о Супермене, приобретённый в 1938 году за 10 центов, продан на днях за миллион долларов."
15,"Стало известно о покупке первого выпуска комиксов о Супермене 1938 года, совершённой 22 февраля анонимным покупателем, сообщает Guardian."
16,"Раритетный в наше время экземпляр был продан за рекордные 640 тыс."
17,"фунтов (1 млн долларов)."
18,"Примечательно, что в 1938 году этот выпуск комиксов был куплен его будущим владельцем всего за 10 центов."
19,"На его обложке изображён Супермен в привычном тёмно-синем костюме и красном плаще, поднимающий в воздух машину."
20,"О покупателе сказано лишь, что это хорошо известный в Нью-Йорке коллекционер, в чьей собственности уже имеются подобные издания."
21,"Первый выпуск комиксов о Супермене, приобретённый в 1938 году за 10 центов, продан на днях за миллион долларов."
22,"Стало известно о покупке первого выпуска комиксов о Супермене 1938 года, совершённой 22 февраля анонимным покупателем, сообщает Guardian."
23,"Раритетный в наше время экземпляр был продан за рекордные 640 тыс."
24,"фунтов (1 млн долларов)."
25,"Примечательно, что в 1938 году этот выпуск комиксов был куплен его будущим владельцем всего за 10 центов."
26,"На его обложке изображён Супермен в привычном тёмно-синем костюме и красном плаще, поднимающий в воздух машину."
27,"О покупателе сказано лишь, что это хорошо известный в Нью-Йорке коллекционер, в чьей собственности уже имеются подобные издания."
28,"Первый выпуск комиксов о Супермене, приобретённый в 1938 году за 10 центов, продан на днях за миллион долларов."
29,"Стало известно о покупке первого выпуска комиксов о Супермене 1938 года, совершённой 22 февраля анонимным покупателем, сообщает Guardian."
30,"Раритетный в наше время экземпляр был продан за рекордные 640 тыс."
31,"фунтов (1 млн долларов)."
32,"Примечательно, что в 1938 году этот выпуск комиксов был куплен его будущим владельцем всего за 10 центов."
33,"На его обложке изображён Супермен в привычном тёмно-синем костюме и красном плаще, поднимающий в воздух машину."
34,"О покупателе сказано лишь, что это хорошо известный в Нью-Йорке коллекционер, в чьей собственности уже имеются подобные издания."
35,"Первый выпуск комиксов о Супермене, приобретённый в 1938 году за 10 центов, продан на днях за миллион долларов."
36,"Стало известно о покупке первого выпуска комиксов о Супермене 1938 года, совершённой 22 февраля анонимным покупателем, сообщает Guardian."
37,"Раритетный в наше время экземпляр был продан за рекордные 640 тыс."
38,"фунтов (1 млн долларов)."
39,"Примечательно, что в 1938 году этот выпуск комиксов был куплен его будущим владельцем всего за 10 центов."
40,"На его обложке изображён Супермен в привычном тёмно-синем костюме и красном плаще, поднимающий в воздух машину."
41,"О покупателе сказано лишь, что это хорошо известный в Нью-Йорке коллекционер, в чьей собственности уже имеются подобные издания."
