"sent_id","par_id","source","book_id","par_pos","sent_pos"
29305,9499,"Алексей Станков:",950,1,1
29306,9499,"«Доброе утро!» — звучит с издёвкой»",950,1,2
29307,9499,"Основатель питерского цыганского джаза считает поклонниц и сравнивает питерский гламур с московским",950,1,3
29308,9500,"Алексей Станков, играющий цыганский джаз, лидер группы Swing Couture, сравнивает себя с работами импрессионистов, питерский гламур с московским и считает поклонниц.",950,2,1
29309,9501,"Лидер самого популярного сегодня ленинградского джаз-бэнда Алексей Станков рассуждает о том, что популярность далеко не всегда автоматически означает финансовый успех.",950,3,1
29310,9502,"В родных питерских СМИ Алексей Станков обычно предстаёт в виде эстетствующего повесы, ведущего праздный образ жизни.",950,4,1
29311,9502,"Совмещение нескольких работ с концертной деятельностью всегда остаётся за кадром.",950,4,2
29312,9502,"Однако, несмотря на необходимость выживать и кормить коллектив, Алексей способен на авантюры, характерные скорее для 17-летнего подростка, впервые взявшего гитару в руки, чем для опытного профессионального музыканта.",950,4,3
29313,9502,"Например, он всё ещё способен сорваться с группой в Москву, чтобы сыграть концерт на свадьбе друзей.",950,4,4
29314,9502,"С таким же успехом музыканты способны появиться во втором отделении этого концерта настолько «экзистенциально уставшими», что стойки микрофонов превращаются в единственную их опору и поддержку.",950,4,5
29315,9502,"Но эти нюансы всегда с лихвой компенсируются человеческим обаянием Swing Couture и их какой-то очень французской музыкой — весенней, утренней.",950,4,6
29316,9502,"«Доброе утро!» — так называется новый альбом группы.",950,4,7
29317,9502,"Второй по счёту.",950,4,8
29318,9502,"Он и стал поводом для разговора Алексея Станкова с корреспондентом «Часкора» Михаилом Довженко.",950,4,9
29319,9503,"— Алексей, ваш новый альбом — это развитие тем, заявленных в первом диске, или совершенно новая музыка?",950,5,1
29320,9503,"— Я думаю, что если бы не было нашего первого альбома, не было бы и этого.",950,5,2
29321,9503,"Но по характеру и материалу это совершенно новая музыка.",950,5,3
29322,9503,"Название альбому дано по его первой композиции — «Доброе утро!».",950,5,4
29323,9504,"— В нём есть смысл?",950,6,1
29324,9504,"— Удивительно, но есть.",950,6,2
29325,9504,"Наши студийные сессии начинались довольно рано для людей, работающих до глубокой ночи.",950,6,3
29326,9504,"Мы приходили на запись совершено невыспавшиеся.",950,6,4
29327,9504,"Заваривали крепкий кофе и с шутливой издёвкой говорили друг другу:",950,6,5
29328,9504,"«Доброе утро!»",950,6,6
29329,9504,"Усталость и сон, как правило, сразу исчезали, как только мы начинали играть.",950,6,7
29330,9504,"И утро получалось действительно добрым!",950,6,8
29331,9505,"— Есть какое-нибудь принципиальное отличие второго альбома от первого?",950,7,1
29332,9506,"— Мы старались, чтобы диск получился максимально разноплановым, насколько это возможно в рамках выбранного нами стиля — цыганского джаза.",950,8,1
29333,9506,"Хотя сейчас-то я понимаю, что стилистических рамок у нас никаких нет.",950,8,2
29334,9506,"Теперь даже на вопрос «В каком стиле вы играете?» я отвечаю: «Мы играем в стиле Swing Couture».",950,8,3
29335,9506,"А вообще, за последний год нас стало шестеро.",950,8,4
29336,9506,"Это уже не просто группа, а джаз-бэнд.",950,8,5
29337,9506,"В этот раз мы как-то очень серьёзно подошли к аранжировкам.",950,8,6
29338,9506,"Этого не было, когда мы писали первый диск.",950,8,7
29339,9506,"Музыканты, играющие цыганский джаз, в принципе редко уделяют этому много внимания.",950,8,8
29340,9507,"— Много ли твоих композиций в новом альбоме?",950,9,1
29341,9508,"— Достаточно.",950,10,1
29342,9508,"Это и «Ленинградское танго», и «Вальс на прощание».",950,10,2
29343,9508,"Ещё есть вещи.",950,10,3
29344,9508,"Раньше я попросту стеснялся записывать и показывать свою музыку.",950,10,4
29345,9508,"А теперь моё «Ленинградское танго» крутят на радио и по телику.",950,10,5
29346,9508,"И мне это нравится.",950,10,6
29347,9508,"Самое главное — мы постарались, чтобы каждая композиция звучала как маленький рассказ, история.",950,10,7
29348,9509,"— С чем была связана кардинальная смена состава в прошлом году?",950,11,1
29349,9509,"— Есть такое словосочетание: «человеческий фактор».",950,11,2
29350,9509,"Других причин нет.",950,11,3
29351,9509,"Состав, как мне кажется, изменился только в лучшую сторону.",950,11,4
29352,9509,"Из старичков остались мой верный друг и гитарист Максим Белицкий и аккордеонист Сергей Петров.",950,11,5
29353,9509,"Вообще, за четыре года через группу прошло много отличных музыкантов.",950,11,6
29354,9509,"И только из-за несовпадения характеров приходилось с кем-то расставаться.",950,11,7
29355,9510,"— Как ты сам изменился за это время?",950,12,1
29356,9510,"— Сам я, наверное, стал серьёзнее в жизни и веселее на сцене, поскольку почти перестал её бояться.",950,12,2
29357,9510,"Чем дальше, тем больше я люблю и чувствую музыку.",950,12,3
29358,9510,"И любовь эта становится, как мне кажется, взаимной.",950,12,4
