"sent_pos","source"
0,"Контакты Папы Римского с ЦРУ Папа Римский Иоанн Павел II (1920-2005), в своих усилиях по локализации коммунизма в середине 80-х годов, имел контакт с тогдашним главой ЦРУ Уильямом Кэйси (William Casey)."
1,"«В то время Кэйси инкогнито ездил в Ватикан, беседовал с Папой и показывал ему спутниковые снимки», сказал польской газете ""Dziennik"" Ричард Аллен (Richard V. Allen), бывший советник по безопасности Президента США Рональда Рейгана."
2,"Однако, подробности о беседах Аллен не сообщил."
3,"Аллен — самый высокопоставленный политик, который публично высказался по теме контактов Иоанна Павла II и ЦРУ."
4,"В прошлом, о таких контактах сообщали эксперты по Ватикану."
5,"Официальный же Ватикан по этому поводу не высказывается."
6,"Более того, в 1984 году представитель Ватикана Дон Пьер Франко Пасторе (Don Pier Franco Pastore) опровергал соответствующие утверждения двух британских писателей и называл их абсурдными."
7,"Выходец из Польши Иоанн Павел II, после его выбора на Папский престол в 1978 году, высказывался однозначно против коммунистических государств."
8,"Прежде всего, Кароль Войтыла открыто поддерживал движения тогдашней польской оппозиции."
9,"Историки считают, что это способствовало последовавшему крушению Советского Союза и его государств-сателлитов."
