"sent_pos","source"
0,"«Шоу Опры Уинфри» вышло в эфир в последний раз Знаменитая ведущая прощалась с программой, которую вела на протяжении 25 лет."
1,"Накануне американские зрители в последний раз увидели «Шоу Опры Уинфри» — одну из самых известных программ в истории национального телевидения."
2,"Передача прошла без традиционного гостя — единственным её героем была лишь сама ведущая."
3,"Опра Уинфри простилась с программой, которую вела четверть века."
4,"Программа сопровождалась показом архивных кадров и звучащей фоном музыкой, которую специально к этому случаю написал композитор Пол Саймон."
5,"В завершение шоу Уинфри спустилась в зал, чтобы пожать руки сидящим там зрителям."
6,"Как сообщает «Лента.ру», о намерении закрыть своё шоу, которое выходило в эфире телеканала ABC с 1986 года, Уинфри объявила ещё два года назад."
7,"В январе 2011 года начал вещание собственный канал телеведущей под названием OWN (Oprah Winfrey Network)."
8,"Напомним также, что Уинфри считается одной из самых влиятельных фигур американского шоу-бизнеса."
9,"Журнал Forbes оценивает её состояние в 2,7 млрд долларов."
10,"О том, какими телешоу изобилует отечественное телевидение, читайте в статье Частного корреспондента «Чувства нашего юмора»"
