"sent_pos","source"
0,"Непогода в Северном Рейне-Вестфалии В ночь с субботы на воскресенье земля Северный Рейн-Вестфалия в Германии оказалась во власти непогоды."
1,"Штормовые порывы ветра и грозовые ливни привели к нарушению нормального ритма работы во многих населённых пунктах."
2,"Около семи утра в посёлке Нойкирхен-Флуйн удар молнии пришёлся в стропила двухэтажного жилого дома и начался сильный пожар."
3,"К счастью, пожарные действовали оперативно и все жители были благополучно эвакуированы."
4,"Пожар удалось потушить."
5,"Убыток оценивается в 60 тысяч евро."
6,"В Ксантене примерно в это же время молния ударила в антенну, установленную на крыше дома."
7,"Крыша начала дымить, но до пожара, к счастью, дело не дошло."
8,"В Мёрсе подвалы многих домов залило водой и пожарным пришлось применить насосы."
9,"В этом же городке волной прошёл град, частично самоотключились электричество и светофоры, причём штормовой ветер повторялся неоднократно."
10,"В Леверкузене молния также попала в стропила дома и привела к пожару."
11,"Огонь угрожал соседним зданиям, но был вовремя ликвидирован пожарными."
