"sent_pos","source"
0,"Третий раз за год Правительство Японии снова ушло в отставку."
1,"Кабинет министров Страны восходящего солнца сегодня в полном составе сложил с себя полномочия."
2,"Члены правительства таким образом решили показать своё отношение к тем кадровым решениям, которые принимает премьер-министр страны Наото Кан."
3,"Таким образом, за год с небольшим Япония уже третий раз лишается административной верхушки."
4,"Как сообщает Lenta.ru , новый кабинет министров страны может быть сформирован уже сегодня."
5,"Сам Наото Кан заявил, что ему нужно сформировать новую хорошую команду."
6,"Напомним, 2 июня Япония лишилась предыдущего председателя правительства — Юкио Хатояма заявил о досрочном прекращении своих полномочий из-за утраты доверия избирателей."
7,"Впрочем, страна недолго жила без премьера."
8,"Уже 4 июня островное государство обрело нового руководителя ДПЯ, которого местный парламент тут же избрал новым премьер-министром."
9,"Им оказался Наото Кан, который возглавлял в правительстве Хатоямы министерство финансов."
10,"Таким образом, от момента отставки Хатоямы до формирования нового Кабинета министров Японии прошло всего шесть дней."
11,"Впрочем, в Стране восходящего солнца всё происходит быстро."
12,"Правительство Хатоямы проработало на благо страны всего девять месяцев."
