"sent_id","par_id","source","book_id","par_pos","sent_pos"
25245,8030,"Скончался Аркадий Бартов",718,1,1
25246,37586,"Питерский концептуализм понёс трагическую утрату.",718,2,1
25247,8031,"Стало известно о смерти Аркадия Бартова, писателя и поэта, признанного классика ленинградского и питерского литературного андеграунда, скончавшегося на 70-м году жизни.",718,3,1
25248,8032,"Аркадий Анатольевич Бартов, родившийся в Ленинграде в 1940 году, начал писать в начале 70-х, а печататься, точнее, распространять свои тексты в самиздате, в 80-х.",718,4,1
25249,8032,"Бартов — участник легендарного альманаха «Круг» (1986), в котором и произошла первая публикация бартовских миниатюр, механистическое развёртывание которых фиксирует исчерпанность традиционных языковых норм.",718,4,2
25250,8032,"В этом доведении приёма до абсурда Бартов оказывается наследником ОБЕРИУТов, Введенского и Хармса.",718,4,3
25251,8032,"Автор 16 книг прозы, переведённых на многие языки, отличается от своих коллег по концептуальному дискурсу тем, что Бартова в первую очередь интересовали не социальные (общественные и политические) проблемы, но экзистенциальные и даже бытийные.",718,4,4
25252,8033,"В прошлом году в Берлине группа энтузиастов под руководством Ильи Китупа устроила персональный бартовский фестиваль с чтениями и четырёхтомным изданием сочинений Аркадия Анатольевича.",718,5,1
25253,8033,"Успели отдать должное этому скромному и несуетному человеку.",718,5,2
25254,8033,"Как теперь оказывается, это было первое и последнее прижизненное собрание сочинений признанного классика питерского литературного авангарда, уникальный голос которого отныне принадлежит истории литературы.",718,5,3
