"sent_pos","source"
0,"В ближайшие дни в Москве будет снег На столицу надвигается резкое похолодание ."
1,"Сейчас в Москве установилась самая настоящая осенняя погода , сопровождающаяся дождём , слякотью и пронизывающим ветром ."
2,"Уже сегодня , 12 октября , температура в столице не поднимется выше 3 — 5 градусов , а ночью столбики термометров могут опуститься ниже нуля ."
3,"Ситуация на дорогах весьма неблагоприятна – скользко , в связи с этим автовладельцам рекомендуют по возможности воздержаться от поездок , сообщает NEWSru.com ."
4,"В среду ожидается дальнейшее похолодание и даже днём температура вряд ли поднимется выше 2 градусов тепла ."
5,"Мокрый снег будет сопровождаться порывистым северо-западным ветром 5 — 10 м / с , а ночью и утром на дорогах возможна гололедица ."
6,"По народным приметам , туманное утро в этот день говорит о том , что серьёзные холода наступят ещё не скоро ."
7,"Однако синоптики прогнозируют в Москве весьма холодную зиму в этом году ."
8,"Они не исключают , что она станет самой морозной за последнее тысячелетие ."
9,"А установиться сильные морозы могут так же надолго , как и изнуряющая жара минувшим летом ."
10,"Причиной этого некоторые учёные называют аномальное остывание Гольфстрима — тёплого морского течения в Атлантическом океане , обеспечивающего « обогрев » Европы ."
