"sent_pos","source"
0,"В Москву направляется ещё одна смертница?"
1,"МВД Ингушетии предупреждает, что 24-летняя Малика Туразова готовится взорвать себя в российской столице."
2,"Силовое ведомство Республики Ингушетии обратилось за помощью к своим столичным коллегам."
3,"По их информации, 24-летняя Малика Туразова, вдова боевика, собирается взорвать себя в Москве."
4,"Как сообщает РБК, силовики не исключают, что Туразова может совершить самоподрыв в качестве акта мести за смерть мужа и брата, уничтоженных в 2005 году в результате спецоперации."
5,"К такому выводу в МВД пришли после того, как женщина около недели назад ушла из-под наблюдения."
6,"Незадолго до исчезновения в её доме в станице Нестеровской во время обыска нашли ваххабитскую литературу и инструкции по изготовлению самодельных взрывных устройств."
7,"Отметим, что в столичные и подмосковные ОВД разослана ориентировка с приметами Малики Туразовой: рост около 165 см, глаза карие, волосы до плеч."
8,"Вместе с тем ингушские правозащитники призывают осторожно относиться к утечкам из спецслужб о потенциальных шахидах."
9,"Им известны такие случаи, когда девушка убегала из дома, если хотела выйти замуж против воли родителей."
10,"Те, не зная, как её остановить, сообщили в правоохранительные органы, что она поехала в Москву взрываться."
11,"В результате девушку задержали, разобрались и отпустили."
12,"О трагедии в столичной подземке, случившейся год назад, читайте в статье Частного корреспондента «Теракты в метро»"
