"sent_id","par_id","source","book_id","par_pos","sent_pos"
45944,14862,"95-й бензин к концу года будет стоить 30 рублей за литр",1653,1,1
45945,14862,"Действия ФАС способны привести лишь к кратковременной стабилизации цен на АЗС.",1653,1,2
45946,14863,"Россияне уже смирились с тем, что цены на автомобильный бензин растут постоянно и этот рост никак не зависит от конъюнктуры на нефтяном рынке.",1653,2,1
45947,14863,"Сейчас автолюбителей интересует только скорость повышения стоимости топлива.",1653,2,2
45948,14863,"И тут эксперты не могут ничем порадовать.",1653,2,3
45949,14863,"Ожидается, что к концу нынешнего года цены за один литр бензина Аи-95 преодолеют отметку в 30 рублей, сообщает РБК.",1653,2,4
45950,14864,"Федеральная антимонопольная служба, призванная наладить нормальную конкуренцию в стране, пока не в силах толком защитить права простых автомобилистов.",1653,3,1
45951,14864,"Власти уже не первый год громко, но безрезультатно (с точки зрения снижения цен) борются с ценовыми сговорами на рынке нефтепродуктов.",1653,3,2
45952,14864,"За последние три года ФАС запустила уже две волны антимонопольных дел против крупнейших нефтяных компаний за завышение цен на бензин и другое топливо.",1653,3,3
45953,14864,"Если по итогам третьей волны ФАС обложит нефтяные компании «гигантскими штрафами», как обещает, это очень обрадует министра финансов Алексея Кудрина, поскольку доходы федерального бюджета ненамного увеличатся.",1653,3,4
45954,14864,"Однако рядовому российскому автомобилисту от этих штрафов легче не станет: как показывает практика, цены на АЗС в лучшем случае стабилизируются на короткое время, чтобы затем ещё быстрее рвануть вверх.",1653,3,5
45955,14865,"Глава Российского топливного союза Евгений Аркуша считает, что на постоянный рост цен на автомобильное топливо влияет инфляция и увеличение налоговой нагрузки, и отмечает, что с 2004 года бензин дорожает вместе с общим ростом потребительских цен.",1653,4,1
45956,14866,"Лидер движения автомобилистов России «Свобода выбора» Вячеслав Лысаков основными причинами повышения стоимости цен на бензин считает ошибки государства в таможенно-тарифной политике, низкие возможности российских НПЗ и монополизм рынка.",1653,5,1
45957,14866,"Нефтяные компании, в свою очередь, не согласны брать на себя всю ответственность за дорогой бензин.",1653,5,2
45958,14866,"Заместитель начальника управления прогнозирования и конъюнктуры рынков ОАО «ЛУКОЙЛ» Андрей Кирюшин объясняет резкий скачок цен на бензин ростом акцизов, которые ежегодно будут расти на 1 рубль за литр.",1653,5,3
