"sent_pos","source"
0,"Москва и Киев вернулись к напряжённым отношениям В день ВМФ Дмитрий Медведев отменил визит в Севастополь из-за разногласий с Украиной, в том числе политических."
1,"Президент России в день Военно-морского флота побывал в городе Балтийске Калининградской области на главной базе Балтийского флота."
2,"Однако, сообщает РБК, отмечать военный праздник Дмитрий Медведев должен был на Украине."
3,"Известно, что Киев и Москва, готовясь к Дню ВМФ, вели переговоры о том, чтобы российский лидер отметил его в Севастополе, где расположена база российского Черноморского флота."
4,"«Но договориться не удалось», - сообщил представитель украинского МИДа."
5,"Факт обсуждения возможного визита Дмитрия Медведева в Севастополь и крах переговоров подтвердили и российские дипломаты."
6,"«Идея обсуждалась, но безуспешно», — заявил сотрудник российского внешнеполитического ведомства."
7,"Наблюдатели, знакомые с ситуацией, высказали предположение, что основной причиной того, почему Москва и Киев не согласовали визит Дмитрия Медведева в Севастополь, могла быть политическая."
8,"Российско-украинские отношения переживают сейчас не лучшие времена, а в июне Москва и Киев и вовсе вступили в открытый конфликт из-за учений Sea Breeze 2011 и захода в Чёрное море для участия в них американского ракетного крейсера Monterey, оснащённого зенитно-ракетным комплексом Aegis."
9,"Кроме того, Москва открыто упрекает Киев в том, что при президенте Януковиче он активно наращивает сотрудничество с НАТО, обсуждая с альянсом чувствительные для Москвы вопросы: безопасность в Черноморском регионе, будущее дислоцированного в Крыму Черноморского флота РФ, а также ПРО."
10,"Куда более важной причиной несостоявшегося приезда Дмитрия Медведева в Севастополь оказалась углеводородная."
11,"Основным условием визита президента было подписание украинской стороной конкретных договоренностей по объединению Газпрома и украинского «Нефтегаза» на условиях Москвы."
12,"Источник в президентской администрации сообщил, что российская сторона действительно ставила во главу угла при обсуждении возможного визита президента РФ в Севастополь подписание конкретных договоренностей, в том числе по углеводородной тематике."
13,"«Когда стало известно, что этого не произойдет, Дмитрий Медведев принял решение не лететь на Украину», - отметил источник."
