"sent_pos","source"
0,"Ученые подтверждают — звёздная пыль доставлена на Землю Ученые подтвердили, что образцы кометы и межзвёздной пыли были доставлены на Землю космическим кораблем «Стардаст»."
1,"Группа ученых открыла возвращаемую капсулу корабля «Стардаст» во вторник в специальном лаборатории в Космическом центре им."
2,"Джонсона, в Хьюстоне."
3,"«Собранные образцы частиц кометы превысили наши ожидания,"" сказал доктор Дональд Броунли (Donald Brownlee), исследователь космической пыли из Университета Вашингтона, в Сиэтле."
4,"«Мы были сильно взволнованы, когда увидели тысячи точечных включений в аэрогеле.» В капсуле, была установлена рамка, похожая на теннисную ракетку."
5,"Это рамка разделена на ячейки, заполненные аэрогелем."
6,"В этом аэрогеле были захвачены частицы с кометы Вильда 2, над которой корабль «Стардаст» пролетал на расстоянии 149 миль в январе 2004 года."
7,"На противоположной стороне рамки собраны образцы межзвёздной пыли во время семилетнего полёта корабля «Стардаст»."
8,"Учёные анализируют частицы захваченные в геле, достают отдельные частицы кометы и частицы пыли."
9,"Эти частицы будут разосланы выбранным по всёму миру исследователям."
