"sent_pos","source"
0,"«Лидеры для новой эры» В Северной столице стартует XV Петербургский международный экономический форум."
1,"В юбилейном, 15-м по счёту Петербургском международном экономическом форуме примут участие более 5 тыс."
2,"ведущих политиков, экономистов, представителей бизнеса."
3,"В этом году гостями ПЭФ станут президент Финляндии Тарья Халонен, премьер-министр Испании Хосе Луис Родригес Сапатеро и председатель Китайской Народной Республики Ху Цзиньтао."
4,"«Форум стал одной из ведущих мировых дискуссионных площадок, где видные политические деятели, руководители корпораций и эксперты обсуждают ключевые вопросы глобальной экономики."
5,"И в этом году в его повестке — такие актуальные темы, как обеспечение сбалансированного роста, перспективы технологического прогресса и воспитание нового поколения лидеров."
6,"Также в центре внимания — вопросы модернизации российской экономики и улучшения инвестиционного климата в нашей стране."
7,"Уверен, что в рамках форума вновь родятся совместные инициативы и проекты, а дискуссии будут интересными и плодотворными», — цитирует «Росбалт» Дмитрия Медведева."
8,"Одним из основных пунктов повестки так называемого питерского Давоса станет финансовое обеспечение процесса модернизации в России."
9,"Этот вопрос будет обсуждаться на нескольких сессиях, в частности на сессии «Привлечение капитала для экономического роста России»."
10,"Другой важной темой ПМЭФ станет возрастающая роль развивающихся стран в формировании экономической среды посткризисного мира."
11,"Этой теме также будет посвящена сессия, подготовленная совместно с CNBC, — «Валюты стран БРИКС и не только: каким образом развивающиеся рынки влияют на мировую финансовую систему»."
12,"Об итогах одного из предыдущих ПМЭФ читайте в статье Частного корреспондента «Обратная сторона форума»"
