"sent_pos","source"
0,"В России не осталось ни одного милиционера 1 августа в стране официально завершена переаттестация всех сотрудников органов внутренних дел."
1,"Итоги проведенной аттестации ведомство подводит сегодня."
2,"Как сообщает РБК, полного кадрового обновления МВД достичь так и не удалось, однако верхушка некоторых структур, ранее упоминаемых в скандальных историях, как то: СК при МВД, ДЭБ и управление «К» - была полностью обновлена."
3,"Как известно, имена руководителей СК при МВД очень часто упоминались в прессе в связи с делом Магнитского."
4,"Именно эта структура завела уголовное дело на юриста британского фонда."
5,"Несколько руководителей, в том числе экс-глава СК при МВД Алексей Аничин, и следователей попали на днях в список Госдепа США, вводящий для них визовые ограничения."
6,"Поплатились карьерой и руководители Бюро специальных технических мероприятий (БСТМ) и управления «К» МВД."
7,"Их имена фигурировали в связи с делом Чичваркина."
8,"Материалы в прессе о крышевании бизнеса, заказных уголовных делах и налоговых аферах, совершаемых при участии сотрудников ДЭБ, помогли практически полностью сменить руководство департамента в ходе его превращения в ГУЭБ и ПК."
9,"Избавились в МВД и от прозванного за глаза серым кардиналом руководителя Организационно-инспекторского департамента МВД Владислава Волынского."
10,"В минувшую пятницу глава администрации президента Сергей Нарышкин, возглавлявший комиссию по генеральской переаттестации, доложил президенту РФ Дмитрию Медведеву, что из 340 генералов в системе МВД РФ в результате аттестации были уволены 143."
11,"При этом большинство не прошедших аттестацию, по его словам, уволены не по компрометирующим обстоятельствам, а по состоянию здоровья или возрасту."
12,"Впрочем, далеко не все эксперты довольны итогами переаттестации."
13,"«Первым делом нужно было убирать Нургалиева, а потом уже всех остальных по нисходящей."
14,"Но Медведеву не позволили этого сделать."
15,"Поэтому вся переаттестация превратилась в фарс», - считает председатель профсоюза московских милиционеров Михаил Пашкин."
16,"По его словам, переаттестация привела только к одному: наиболее опытные и здравомыслящие сотрудники были уволены."
17,"«Поголовье генералов уменьшено, и наиболее одиозные сотрудники были отставлены, поэтому можно говорить о положительных тенденциях, привнесенных переаттестацией."
18,"Милиционеры надеялись отделаться лёгким испугом — техническим переименованием милиции в полицию."
19,"Этого не произошло, в чем заслуга президента и главы его администрации Сергея Нарышкина», - считает гендиректор Центра политической информации Алексей Мухин."
