"sent_pos","source"
0,"Путин обвинил Киев в отказе вести «политический диалог» с Донбассом По мнению президента, украинская армия расстреливает города «прямой наводкой»."
1,"Президент России Владимир Путин обвинил Киев в нежелании «вести содержательный политический диалог с востоком своей страны», передает ИТАР-ТАСС."
2,"Глава государства заявил об этом в ходе посещения Музея мамонта в Якутске, отвечая на вопрос корреспондента Би-би-си Джона Суини, который прорвался к Путину и потребовал от него немедленного комментария."
3,"«Я считаю, что главная причина в том, что сегодня сегодняшние киевские власти не хотят вести содержательный политический диалог с востоком своей страны."
4,"Именно политический содержательный диалог», — отметил президент."
5,"Действия ополченцев Путин объяснил намерением оттеснить украинскую армию от крупных городов."
6,"«Цель сил ополчения — отодвинуть эти вооруженные силы и артиллерию, с тем чтобы не дать им возможности стрелять по жилым кварталам."
7,"Украинские регулярные части окружили крупные населенные пункты и расстреливают жилые кварталы прямой наводкой."
8,"И это то, чего, к сожалению, во многих странах, в том числе и в Европе, предпочитают не замечать», — считает Путин."
9,"Глава государства напомнил, что сейчас начинается «очень важный процесс — процесс прямых переговоров» между Россией и Украиной."
10,"О том, что только от политической воли украинской власти зависит прекращение вооруженного конфликта в Донбассе, Путин вчера заявил в интервью программе «Воскресное время» на «Первом канале»."
11,"«Нужно немедленно приступить к субстантивным, содержательным переговорам, и не по техническим вопросам, а по вопросам политической организации общества и государственности на юго-востоке Украины с целью безусловного обеспечения законных интересов людей, которые там проживают», — сказал президент."
12,"Заявление Путина о «государственности» для юго-востока Украины вызвало большой резонанс, в том числе в иностранной прессе, и пресс-секретарю президента России Дмитрию Пескову пришлось дать уточняющий комментарий."
13,"По его словам, речь идет не о государственности востока Украины, а об «инклюзивных переговорах» внутри самой Украины."
14,"«Появились трактовки, что, дескать, президент говорил о том, что это переговоры о государственности востока Украины."
15,"Если просто почитать его заявление, то понятно, что это не так."
16,"Президент, собственно, говорил о тех самых инклюзивных переговорах, необходимость скорейшего начала которых была акцентирована достаточно давно еще в документах, которые подписывались в самых разных форматах."
17,"Это те самые инклюзивные переговоры, которые должны определить взаимоотношения с восточными регионами, то есть это переговоры внутри Украины, касающиеся внутриукраинского устройства, с тем чтобы интересы восточных регионов страны, интересы Новороссии учитывались: как, в какой степени, с помощью каких механизмов и так далее."
18,"Вот что имелось в виду президентом», — пояснил Песков."
19,"Он добавил, что абсолютно неверно трактовать реплику президента как необходимость переговоров о государственном статусе Новороссии."
20,"В Минске сегодня пройдет встреча международной контактной группы по урегулированию кризиса на Украине."
21,"В ней примут участие экс-президент Украины Леонид Кучма, посол России на Украине Михаил Зурабов и представитель ОБСЕ Хайди Тальявини."
22,"Позицию самопровозглашенных Донецкой и Луганской народных республик будет представлять вице-премьер ДНР Андрей Пургин."
23,"Москва рассчитывает, что на заседании контактной группы в Минске будет обсуждаться прекращение огня на Украине, заявил глава МИД России Сергей Лавров на встрече со студентами МГИМО."
24,"«Рассчитываю, что начатые сегодня переговоры будут посвящены задаче согласования незамедлительного, без предварительных условий, прекращения огня», - сказал Лавров."
25,"Президент Украины Петр Порошенко заявил 30 августа, что у Киева «есть полное понимание, что не существует только военного пути решения конфликта»."
26,"Он выразил надежду, что на этой неделе на переговорах о прекращении конфликта в Донбассе «будет достигнут реальный прогресс»."
