"sent_pos","source"
0,"18 человек погибли в результате взрыва во Владикавказе Террорист-смертник привёл в действие взрывное устройство мощностью 30—40 кг в тротиловом эквиваленте."
1,"15 человек погибли и ещё 114 пострадали в результате взрыва у центрального рынка во Владикавказе."
2,"«По уточнённым данным, пострадали 114 человек, 99 из них госпитализированы, впоследствии четверо были отпущены домой», — цитирует ИТАР-ТАСС источники в медицинских кругах Северной Осетии."
3,"Среди погибших и пострадавших есть дети."
4,"Один ребёнок скончался."
5,"В четверг террорист-смертник привёл в действие взрывное устройство мощностью 30—40 кг в тротиловом эквиваленте."
6,"Бомба была начинена кусками арматуры, подшипниками и болтами."
7,"Сообщается также, что во взорванном авто марки «Волга» обнаружено тело предполагаемого террориста."
8,"Его личность уже установлена."
9,"«Стало известно, что за рулём машины находился некто Арчиев."
10,"Сама машина принадлежала человеку по фамилии Добриев."
11,"Документы были обнаружены после взрыва», — уточнил собеседник агентства."
12,"По факту случившегося возбуждено уголовное дело по статьям УК РФ «Террористический акт», «Убийство двух и более лиц» и «Незаконный оборот оружия», сообщил ИТАР-ТАCС официальный представитель в Следственного комитета при прокуратуре РФ Владимир Маркин."
