"sent_pos","source"
0,"Руководитель центрального банка США заявил, что политики не должны позволять правительству не выполнять обязательства по выплате долгов, поскольку прекращение выплат даже на короткий срок может вызвать «серьезные проблемы» на финансовых рынках."
1,"Во вторник в своем выступлении председатель Федеральной резервной системы Бенджамин Бернанке заявил, что «максимальный уровень задолженности» не должен использоваться в качестве козыря в переговорах, цель которых – заставить правительство сократить государственные расходы."
2,"Установленный законом предельный уровень задолженности – 14,3 трлн долларов США – был достигнут в прошлом месяце."
3,"Правительство говорит, что даже при принятии чрезвычайных мер, они смогут продолжать выплаты только до 2 августа."
4,"Однако республиканцы, контролирующие Палату представителей, грозятся не утвердить увеличение этого лимита задолженности, если президент не согласится на существенное сокращение бюджетных расходов."
5,"В своем выступлении председатель ФРС Бернанке отметил, что сокращение государственных расходов является важной долгосрочной целью."
6,"Однако тем временем, Конгресс должен позволить правительству продолжать занимать средства для выполнения своих обязательств."
7,"В противном случае могут пострадать рейтинг кредитоспособности страны и особая роль доллара США на глобальных рынках, а процентные ставки могут повыситься, в результате чего будущие платежи по обслуживанию задолженности будут еще более высокими."
8,"Высказанные Бернанке опасения перекликаются с тем, о чем предупреждают другие члены администрации и экономисты."
9,"Одно из ведущих глобальных рейтинговых агентств Fitch недавно заявило о том, что если максимальный уровень задолженности не будет повышен, это будет означать «кризис власти» который поставит под угрозу «пока еще не вполне устоявшуюся» финансовую стабильность в Соединенных Штатах и в других странах мира."
10,"Министр финансов Тимоти Гейтнер также предостерег о том, что если законодатели не повысят лимит задолженности, последствия для США могут быть «катастрофическими»."
11,"В то же время, некоторые республиканцы утверждают, что платежи в счет обслуживания задолженности можно производить и без повышения этого лимита, а выполнение других обязательств можно отложить, не допуская при этом кризиса."
