"sent_pos","source"
0,"В Москве состоится церемония вручения премии «Триумф» Российская независимая премия за высшие достижения в литературе и искусстве будет присуждаться в 19-й раз."
1,"24 января в Государственном музее изобразительных искусств им."
2,"Пушкина состоится вручение национальной независимой премии «Триумф» за высшие достижения в литературе и искусстве."
3,"Имена лауреатов 2010 года уже известны."
4,"Ими стали певица Хибла Герзмава, режиссёр-аниматор Гарри Бардин и писатель Вячеслав Пьецух."
5,"Каждый обладатель премии получит по 50 тыс."
6,"долларов, статуэтку «Золотой эльф», выполненную по эскизу Эрнста Неизвестного, а также золотой значок и диплом."
7,"Как сообщает РГРК «Голос России», кроме основных наград, у «Триумфа» есть ещё и молодёжные, обладатели которых получат по 5 тыс."
8,"долларов."
9,"В этом году ими отмечены 18 человек."
10,"Среди них — артисты Большого театра Владислав Лантратов и Алевтина Яровая, актёр «Ленкома» Антон Шагин, пианист Николай Медведев, дирижёр «Геликон-оперы» Константин Чудовский, скульптор Иван Балашов и другие."
11,"Лауреаты были определены тайным голосованием."
12,"В этом году в состав жюри, которое возглавил танцовщик и хореограф Владимир Васильев, вошли директор ГМИИ Ирина Антонова, музыканты Владимир Спиваков и Алексей Козлов, актёры Алла Демидова и Олег Меньшиков, сатирик Михаил Жванецкий."
13,"Отметим также, что за 19 лет существования премии её лауреатами становились Святослав Рихтер, Альфред Шнитке, Виктор Астафьев, Василь Быков, Валерий Гергиев, Георгий Данелия, Пётр Фоменко и многие другие."
14,"О творчестве одного из лауреатов премии читайте в статье Частного корреспондента «Тот самый»"
