"sent_pos","source"
0,"1 августа по всей России, ближнему и дальнему зарубежью в приходах русской православной церкви состоятся торжественные богослужения в честь преподобного Серафима Саровского чудотворца, одного из самых любимых русских святых."
1,"Но на самом деле торжества уже начались, и даже не сегодня."
2,"Например, вчера, 30 июля в Иваново был открыт памятник Серафиму Саровскому рядом с церковью его имени в микрорайоне «Московский»."
3,"На открытии присутствовал губернатор Ивановской области Михаил Мень, отметивший, что «памятник представляет собой не просто произведение современного искусства, которым он, безусловно, является, но и отвечает канонам Русской православной церкви»."
4,"Из Грузии в Дивеево отправилась делегация из числа 50 священников."
5,"Грузинская церковь надеется, что на день св."
6,"Георгия ответный визит нанесут священники РПЦ."
7,"1 августа в Пристеньском районе Курской области и Пензе состоятся крестные ходы, посвящённые 250-летию со дня рождения Серафима Саровского."
8,"Причём из Пензы начнётся всероссийский крестный ход."
9,"Раньше всего празднества начнутся на Камчатке, где в Вилючинске 1 августа пройдёт престольный праздник Серафима Саровского, а затем в гроте у подножья камчатского вулкана Горелый состоится концерт духовной музыки."
10,"Концерт пройдёт в самой большой пещере с лавовым куполом и ледяным дном."
