"sent_pos","source"
0,"1 апреля еще не закончилось День дурака в этом году выдался богатым на яркие новости Первоапрельские шутки в эпоху кризиса перестали отличаться от обычных новостей."
1,"Ни одна из экономических новостей априори уже не может быть невероятной."
2,"И ничто не кажется невозможным."
3,"Да и сам кризис оказался столь глубок, что самые сумасшедшие идеи политиков по выходу из него не кажутся слишком фантастическими."
4,"Лишь бы помогло."
5,"День дурака в этом году выдался богатым на яркие новости."
6,"Google запустил первый искусственный разум."
7,"Английская газета Guardian отказывается от печатной версии и переходит на модный микроблог Twitter."
8,"Сам Twitter продается за 750 млн долларов News Corp. Известный своими резкими высказываниями великий деятель Рунета Антон Носик завел новый сервис с названием, которое в русской транскрипции читается как «хуюгл»."
9,"На Финляндском вокзале в Питере взорвали памятник Ленину."
10,"Президент России предложил перевести мировую экономику на новую супервалюту, а в Москве избили пожилого правозащитника."
11,"В Германии запретили Skype, а в Ливерморе включили термоядерную горелку."
12,"В Афганистане беспилотный летательный аппарат опять уничтожил 12 талибов."
13,"Признайтесь честно, что вычислить все первоапрельские шутки в этом ряду вы не сможете."
14,"Вовсе не потому, что вы не в курсе, и даже не потому, что журналисты так удачно эксплуатируют общественные страхи, мифы, предрассудки и обычное невежество."
15,"Просто в этом году кризис произвел не только опустошение кошельков, но и сдвиг в мозгах."
16,"Кто мог еще год назад всерьез обсуждать перспективы банкротства крупнейших финансовых институтов и разорения известных миллиардеров?"
17,"Кто мог предполагать столь массовый характер экономической глупости?"
18,"Однако, оказалось, всё возможно."
19,"Столпы мировой финансовой системы рушатся."
20,"А директора крупнейших корпораций и олигархи на коленях ползут к правительствам, опасаясь полного разорения вверенных им корпораций и капиталов."
21,"На фоне закатывающегося Запада хоть и снизившийся, но всё же рост экономики Китая выглядит чудом."
22,"Как смогли?"
23,"Как смели?"
24,"Ни одна из экономических новостей априори уже не может быть невероятной."
25,"И ничто не кажется невозможным."
26,"Да и сам кризис оказался столь глубок, что самые сумасшедшие идеи политиков по выходу из него не кажутся слишком фантастическими."
27,"Лишь бы помогло."
28,"Вот News Corp. покупает Twitter за 750 млн долларов наличными — и что тут удивительного?"
29,"Полгода назад Twitter не захотел продаться Facebook и ждал лучшего предложения."
30,"Может, и дождался?"
31,"«Guardian переходит на Twitter»."
32,"На фоне разорения LA Times, плачевного состояния New York Times, повального закрытия местных газет или сокращения штатов журналистов и на фоне экспоненциального роста популярности этого микроблога — что тут особенно странного?"
33,"Да, немного чудно запихивать все новости в 140 знаков."
34,"Но, однако, вы готовы читать тексты длиннее?"
35,"В первый момент, впрочем, кажется невероятным покушение на когда-то святое, пусть и монументальное, тело вождя пролетариата."
36,"Да к тому же слишком пахнет синефильством — помните иоселианиевских «Фаворитов луны» и эпизод с взрывом эстетически чудовищного памятника?"
37,"Ну не может кино так плоско повториться в реальности!"
38,"С другой стороны — почему нет?"
39,"Название группы эстетствующих антикоммунистов полностью довершает картину — «Залесский летучий отряд»."
40,"Избили старика Льва Пономарева."
41,"В общем — абсурд."
42,"Но опять же понятно, что не из-за мобильного телефона."
43,"И, наверное, не потому, что кому-то неправильно объяснил права человека и гражданина."
44,"Но когда-то и новость о погроме в галерее Гельмана казалась чушью."
45,"Стихийные (или не очень) борцы с «оранжевой угрозой» давно перегнули все возможные палки."
46,"Deutsche Telecom, как какой-нибудь средневековый феодал, блокирует в Германии Skype."
47,"Личная неизбывная вера в научно-технический прогресс противится признанию этой новости за реальность."
48,"Но нет, правда: дескать, сети не выдерживают."
49,"Понятно, что по Skype можно говорить, не платя этому телекому денег, но почему-то кажется, что такая наглая борьба с конкурентами отошла в прошлое, куда-нибудь в XIX век… Вот только Google умиляет: его искусственный интеллект, обретший самосознание панды и обижающийся, что инженеры считают ее «багом», кажется прошлогодней первоапрельской шуткой."
50,"Из докризисного времени, когда разница между шуткой и всамделишной реальностью казалось такой очевидной."
51,"Теперь-то понятно, что 1 апреля началось вовсе не вчера, а еще в прошлом году."
52,"И неизвестно когда закончится."
53,"Правда, я теперь знаю, как определить, что кризис закончился: когда первоапрельские шутки опять станут дурацкими."
