"sent_pos","source"
0,"Top 10 самых богатых супермоделей мира: No."
1,"1 Жизель Бундхен $25 млн Несмотря на рождение ребенка эта 29-летняя бразильская модель вовсе не собирается сдавать своих позиций и который год подряд занимает вершину списка самых богатых топмоделей."
2,"No."
3,"2 Хайди Клум $16 млн Год за годом эта немецкая девушка всё увереннее наступает на пятки Жизель Бундхен."
4,"Помимо телевизионной карьеры она продолжает сотрудничать с компанией Victoria´s Secret."
5,"Хайди также рекламирует такие товары как диетическая кола, Volkswagen, McDonald´s и LG, а также ведет телепередачи ""Подиум"" и ""Топ-модель Германии""."
6,"Российский зритель может видеть её в рекламе лаков Taft."
7,"No."
8,"3 Кейт Мосс $9 млн Кейт Мосс по-прежнему занимает место иконы моды и стиля и в свои 36 года прочно удерживается в тройке самых высокооплачиваемых моделей."
9,"Основной доход ей приносят контракты с компанией по производству одежды Top Shop и Dior."
10,"No."
11,"4 Адриана Лима $7,5 млн Бразильская модель и ангел Victoria's Secret Адриана Лима вот уже много лет подряд не сходит со страниц модных журналов."
12,"Адриана также раньше работала для косметической компании Maybelline."
13,"No."
14,"5 Даутцен Крез $6 млн Все росcияне уже успели полюбить это ангельское создание благодаря рекламе косметики Loreal."
15,"Также эта 25-летняя голландская модель два года назад подписала договор с Victoria´s Secret в качестве лица компании."
16,"No."
17,"6 Алессандра Амброзио $5,5 млн Близкая подруга Адрианы Лимы бразильянка Алессандра Амброзио в прошлом году подписала выгодные контракты с такими марками как Louis Vuitton, Prada и Moschino."
18,"Но контракта с Victoria's Secret еще никто не отменял."
19,"No."
20,"6 Наталья Водянова $5,5 млн Наша соотечественница является воплощением американской мечты."
21,"Контракт с бельевой компанией Etam и с компаниями Guerlain и Calvin Klein помогли 28-летней модели заработать в прошлом году $5,5."
22,"Наталья Водянова часть своего дохода непременно направляет в собственный благотворительный фонд Обнаженное Сердце."
23,"No."
24,"8 Дарья Вербова $4,5 млн Эта топ модель с русалочьей красотой подписала контракты с Lancome и H&M, которые в этом году позволили канадской модели украинского происхождения занять место в первой десятке."
25,"No."
26,"9 Миранда Керр $4 млн Эта австралийская модель получает свои чеки от компаний Victoria´s Secret и David Jones Limited."
27,"Кстати именно ее фото фигурировали в прогремевшем на весь мир скандале, когда сотрудник крупной компании во время трансляции новостей был замечен за просмотром фотографий эротического содержания и в итоге был уволен."
28,"No."
29,"10 Каролин Мерфи $3,5 млн 36-летняя легендарная супермодель по прежнему является лицом Estée Lauder."
30,"Также Каролин сотрудничает с Roberto Cavalli и Anne Klein."
