"sent_pos","source"
0,"Александр Гордон: «Я не такой умный, как кажусь» Из-за программы «Закрытый показ» врагов у ведущего становится всё больше и больше Это человек, который смотрит на мир с высоты своего ума."
1,"Многих раздражает его желание обнажить суть."
2,"Как следствие, за этим следует нелицеприятное впечатление о самом ведущем."
3,"При этом Гордона можно сравнить с филином, сидящим на разных ветках телевидения."
4,"Появляется по ночам."
5,"То прилетит, то улетит."
6,"Утром возник только однажды, и то «хмурым» (и то на радио)."
7,"Охотится то за наукой, то за стрессом, то за 2030 годом."
8,"Сейчас в его «рацион» попало кино."
9,"Опять же ночное."
10,"Под названием «Закрытый показ»."
11,"— Александр, кому сказать спасибо, что вы не покидаете телевизионного древа?"
12,"— Обстоятельствам."
13,"Если бы на телевидении меньше платили или совсем не было ночного вещания, то я бы забыл туда дорогу."
14,"Но, слава богу, кому-то нужно, чтобы на нашем ТВ были программы, рассчитанные не только на широкую, но и на глубокую аудиторию."
15,"Это и является причиной моего появления на экране."
16,"— Идея программы «Закрытый показ» — ваша или предложенная кем-то?"
17,"— Мне предложили ее вести."
18,"В похожем формате она и раньше выходила под названием «Премьера со зрителем»."
19,"Я предложил только переименовать на «Закрытый показ»."
20,"Те фильмы, которые туда попадают, относятся к авторскому кино."
21,"Другое дело — какие авторы, такое и кино."
22,"Кроме этого, есть задумка делать эту передачу и без киноповода, чтобы была возможность обсуждать проблемы кинематографа без просмотра фильмов."
23,"Фильмов у нас становится всё больше и больше, и интерес к ним тоже растет."
24,"И потом — назовите еще такую возможность поговорить о нашей жизни, не касаясь политики?"
25,"— Чем выше интеллект, тем шире одиночество."
26,"Не усугубляет ли одно другого?"
27,"Допустим, хочется с кем-то поговорить, а не с кем… С вами такого не случалось?"
28,"— Во-первых, я не такой умный, как кажусь."
29,"Мне хватает разговоров с давними приятелями или какими-то новыми людьми, если есть тема и желание."
30,"А во-вторых, одиночество — это замечательная тема для исследования."
31,"И неисчерпаемая, как показала вся история человечества."
32,"Но одиночество — это необходимое условие для того, чтобы заставить человека что-то делать."
33,"Однако, что бы он ни делал, всё равно приходит к выводу, что он один."
34,"Это не тот юношеский экзистенциализм, которым все болели в эпоху моей юности."
35,"Это осознанная обреченность, если угодно."
36,"— Кто ваши попутчики по жизни?"
37,"— Есть пара приятелей со школьных времен и еще несколько человек, с которыми я общаюсь."
38,"Плюс семья в разных ее проявлениях."
39,"В этом смысле всё в порядке."
40,"— Кто стал известным из тех, кто учился с вами в театральном училище им."
41,"Щепкина?"
42,"— Таких много."
43,"Никита Джигурда, Влад Демченко, Игорь Карташов, Марина Есипенко, Люда Артемьева, замечательная актриса, на мой взгляд, Игорь Волков, который сейчас работает в Питере, в Александринке."
44,"Ну и много кто еще… Кто-то стал известен в других областях."
45,"Дима Липскеров, например… — Опаньки!"
46,"— Да, он перестал быть артистом и стал писать книжки… — Ой… Может быть, лучше бы он оставался актером?"
47,"— По этому поводу мы с ним не раз сталкивались в словесных баталиях."
48,"Его первая жена, Лена Дробышева, тоже с нами училась."
49,"Я помню замечательный эпизод, когда она похвасталась нам с Володей Черняевым (он сейчас успешно работает в театре у Юрия Любимова) каким-то дорогим одеколоном, который она приобрела для молодого супруга."
50,"Мы попросили понюхать этот парфюм."
51,"И я… отхлебнул треть флакона, а Володя почти всё остальное!"
52,"Она была в шоке."
53,"Потом со своей стипендии, конечно, пришлось компенсировать это дорогое приобретение."
54,"Хулиганили понемногу..."
55,"(Улыбается.)"
56,"— Ваша программа — «Гордон на ТВ» — была фиестой для немногих."
57,"Я пытался несколько раз смотреть, но мало что понимал."
58,"Вызывало восторг то, что вы всегда были в курсе обсуждаемых тем!!!"
59,"— Тут нет никакого секрета."
60,"У меня были прекрасные редакторы, с помощью которых я готовился к каждой программе."
61,"Я получал на руки пять или пятнадцать страниц текста, словарь, терминологию в зависимости от тематики передачи."
62,"И это производило эффект, что я понимаю и знаю суть вопроса… — Кроме работы на ТВ, вы являетесь еще секретарем общественного движения «Образ будущего», которое выпустило журнал «Коростель»… — Да."
63,"Издание этого журнала — это не что иное, как попытка расслышать голоса людей, которые живут на просторах нашей огромной страны."
64,"Движение «Образ будущего» основано на философии малых дел."
65,"Если у человека есть посильная задача, которую он хочет решить, мы ему поможем."
66,"В поездках по России я понял, что есть огромное количество людей, которые способны выразить свою обеспокоенность нашей жизнью в художественной форме."
67,"Стало понятно, что пропадает кладезь российской наивной мудрости, если угодно."
68,"Поэтому возникла необходимость сделать такой журнал, который бы дал возможность провинциальным авторам быть замеченными не только в городах их проживания, но и по всей России."
69,"Мы нашли поддержку у таких замечательных людей, как Битов, Распутин, Курбатов, Кураев, Анненский, Варламов и др."
