"sent_pos","source"
0,"Бродяга, джентльмен, поэт, мечтатель, одинокий парень Некоторые замечательные ехидные высказывания Чарли Спенсера Чаплина и кое-какие факты из его биографии Целых десять лет после изобретения звукового кино в 1927 году Чаплин продолжал снимать немое кино."
1,"На этот случай у него была присказка: «Слова — дешевка."
2,"Самое значительное, что можно произнести — это “слон”»."
3,"1."
4,"Чарли Чаплин не еврей."
5,"2."
6,"Но созданный им образ маленького еврейского чудака с усиками в кургузом пиджаке, котелке и с тросточкой настолько убедителен, что ввел в заблуждение великое множество людей."
7,"Среди них — Гитлер, веривший, что Чаплин еврей, а также Владимир Высоцкий, в песне «Антисемиты» перечисляющий разных евреев: Средь них пострадавший от Сталина Каплер, Средь них уважаемый мной Чарли Чаплин… 3."
8,"Впервые Чаплин вышел на сцену, когда ему было пять лет, — заменял свою маму-певицу, у которой пропал голос."
9,"Сорвал овации — а мама с тех пор на сцену не выходила."
10,"4."
11,"На Рождество 1900 года одиннадцатилетний Чаплин, член танцевальной труппы «Ланкаширские парни», играл в спектакле «Золушка» кошку."
12,"А в 1903 году в спектакле про Шерлока Холмса он получает роль посыльного Билли, но по неграмотности с трудом разбирает текст пьесы, — ему помогает брат."
13,"5."
14,"Образ бродяжки Чарли, этого самого еврейского чудака с усиками и в котелке, родился случайно, во время съемок фильма Мака Сеннета «Необыкновенно затруднительное положение Мэйбл»."
15,"«Я не знал, как мне гримироваться."
16,"<...> По пути в костюмерную я мгновенно решил надеть широченные штаны, которые сидели бы на мне мешком, непомерно большие башмаки и котелок, а в руки взять тросточку."
17,"Мне хотелось, чтобы в моем костюме все было противоречиво: мешковатые штаны и слишком узкая визитка, котелок, который был мне маловат, и огромные башмаки."
18,"Я не сразу решил, буду ли я старым или молодым, но, вспомнив, что Сеннет счел меня слишком молодым, наклеил себе маленькие усики, которые, по моему мнению, должны были делать меня старше, не скрывая при этом моей мимики."
19,"Одеваясь, я еще не думал о том, какой характер должен скрываться за этой внешностью, но как только я был готов, костюм и грим подсказали мне образ."
20,"Я его почувствовал, и, когда я вернулся в павильон, мой персонаж уже родился»."
21,"Позже появились еще некоторые штрихи — например ботинки Чаплин поменял местами и надевал правый на левую ногу, а левый — на правую."
22,"6."
23,"Первой любви Чаплина, танцовщице Хетти Келли, было 14 лет, когда они познакомились."
24,"Правда, самому Чаплину тогда было 19."
25,"Когда он женился на Милдред Харрис, ей было 17, а ему 29."
26,"Когда он женился на Лите Грей, ей было 16, а ему 35."
27,"Когда он женился на Уне О’Нил, ей было 17, а ему 54."
28,"У него было еще две жены, одна из них — Полетт Годар — впоследствии вышла замуж за Эриха Марию Ремарка."
29,"У Чаплина было двенадцать детей, младший из них родился, когда отцу было 73 года."
30,"7."
31,"Целых десять лет после изобретения звукового кино в 1927 году Чаплин продолжал снимать немое кино."
32,"На этот случай у него была присказка: «Слова — дешевка."
33,"Самое значительное, что можно произнести — это “слон”»."
34,"8."
35,"С Америкой у Чаплина отношения не сложились."
36,"Глава ФБР Эдгар Гувер подозревал в нем коммуниста, собирал на него досье и приложил много усилий к тому, чтобы Чаплину был запрещен въезд в США."
37,"Чаплину не могли простить и прокоммунистические настроения, и то, что он ратовал за открытие второго фронта во время войны."
38,"В 1952 году Гувер добился своего: Чаплину был запрещен въезд в Штаты — кроме всего прочего, его имя было в списке Джорджа Оруэлла — перечне людей, в которых писатель видел сочувствие коммунистам и угрозу."
39,"«Америка мне больше ни к чему."
40,"Я бы не вернулся туда, если сам Христос был там президентом»."
41,"9."
42,"Любимый фильм Чаплина — «Броненосец “Потемкин”»."
43,"10."
44,"В 1966 году у Чаплина снимался Марлон Брандо, до знакомства боготворивший великого комика и режиссера."
45,"Позже в своей автобиографии Брандо отозвался о Чаплине как о настоящем садисте."
46,"Чаплин же попросту заявлял, что работать с Брандо невозможно."
47,"11."
48,"Чаплин умер в декабре 1977 года, его похоронили в маленьком швейцарском городке, а в марте 1978-го гроб с его телом выкопали и похитили преступники, требовавшие у семьи выкуп."
49,"Полиции удалось поймать похитителей, после чего тело актера перезахоронили, залив могилу для верности бетоном."
50,"12."
51,"«Чтобы снять комедию, мне нужен лишь парк, полисмен и красивая девушка»."
