"sent_pos","source"
0,"Правительство РФ может объединить налоговую и таможенную службы Предполагается, что объединенную структуру возглавит руководитель ФНС Михаил Мишустин."
1,"В правительстве РФ обсуждается идея объединения Федеральной налоговой службы (ФНС) и Федеральной таможенной службы (ФТС)."
2,"Мегарегулятором новое ведомство не станет, оно останется правительственной структурой."
3,"Предполагается, что объединенную структуру возглавит руководитель ФНС Михаил Мишустин."
4,"С Мишустиным и с руководителем ФТС Андреем Бельяниновым уже проведены встречи по поводу объединения служб."
5,"Две недели назад первый вице-премьер Игорь Шувалов дал понять, что не против создания антимонопольного мегарегулятора, анонсировав объединение Федеральной антимонопольной службы (ФАС) и Федеральной службы по тарифам (ФСТ)."
6,"Тем самым может быть продолжен тренд укрупнения властных структур."
7,"Единые фискальные ведомства, объединяющие налоговую и таможенную службы, существуют и в других странах, например в Великобритании и Германии, сообщает старший юрист практики внешней торговли и таможенного права Goltsblat BLP Владислав Сафонов."
8,"В Германии таможенная служба является департаментом Министерства финансов."
9,"Но есть и обратные примеры."
10,"Например, в США таможню курирует отдельное ведомство, которое также охраняет границы (U.S. Customs and Border Protection)."
11,"Оно подчинено Министерству национальной безопасности."
12,"На Украине налоги, сборы, таможенные платежи и единый социальный взнос до последнего времени администрировало единое ведомство - Министерство доходов и сборов (сейчас его функции распределены на две структуры)."
13,"Такой способ сбора бюджетных доходов сохраняется в Крыму после его присоединения к России на переходный период до 2015 года."
14,"Таким образом, Крым может стать своеобразным полигоном для обкатки идеи объединения ФНС и ФТС, пишет РБК."
