"sent_id","par_id","source","book_id","par_pos","sent_pos"
22320,7199,"Обама запретил бурить.",548,1,1
22321,7199,"Президент Соединённых Штатов запретил разработку новых месторождений на шельфе страны из-за утечки нефти в Мексиканском заливе.",548,1,2
22322,7200,"Хотя президент не намерен вводить полный мораторий на добычу нефти на шельфе, бурение новых скважин будет запрещено, пока не будут установлены точные причины утечки нефти в заливе.",548,2,1
22323,7201,"В последнее двадцатилетие в Штатах действовал мораторий на добычу нефти во всех прибрежных районах, за исключением одного Мексиканского залива.",548,3,1
22324,7202,"Весной 2010 года СМИ узнали, что администрация Обамы закончила разработку плана по добыче на шельфе углеводородов.",548,4,1
22325,7202,"Как указывалось в плане, разработка разрешена в акватории с северной стороны Аляски, в большей части акватории вдоль Атлантического побережья и т.п.",548,4,2
22326,7203,"Недавний взрыв на платформе Deepwater Horizon привёл к тому, что платформа затонула.",548,5,1
22327,7203,"Скважина повредилась в трёх местах, и в воду попало большое количество нефти.",548,5,2
22328,7203,"Пятно площадью более 1500 км уже достигло дельты Миссисипи.",548,5,3
22329,7204,"Нефтяная платформа находилась в 80 км от берегов американского штата Луизиана.",548,6,1
22330,7204,"До 29 мая 2010 там продлится режим чрезвычайного положения, сообщает FP.",548,6,2
