"sent_pos","source"
0,"Валерий Зорькин, председатель Конституционного суда, высказал сомнения в правильности решения о переезде суда в Петербург."
1,"Хотя Дума уже одобрила соответствующий законопроект в первом чтении, Зорькин надеется, что Дума ещё раз всё обдумает и перерешит."
2,"Во время недавнего посещения, предназначенного для Конституционного суда комплекса зданий Сената и Синода, Зорькин сказал, что переезд повлечёт за собой перерыв в работе суда и спровоцирует персональные проблемы."
3,"Не все опытные члены суда готовы уехать из Москвы."
4,"Судьи для высшего суда страны были найдены не на улице, они были подобраны в индивидуальном порядке."
5,"После первой инспекции предложенного для Конституционного суда здания (из которого в настоящий момент переезжает Исторический государственный архив) в конце 2005 года Зорькин высказывался о проекте положительно."
6,"Но тогда при этом присутствовал президент Путин, который поддерживает идею переезда, в целях поднятия статуса Петербурга как «второй столицы»."
7,"Служба прессы Конституционного суда пытается нейтрализовать высказывание Зорькина."
8,"Судья Зорькин ещё не высказал свою точку зрения однозначно за переезд или против, так как вопрос находится в компетенции Думы."
9,"Но, он всегда указывал на возможные персональные трудности."
