"sent_pos","source"
0,"Пришло время подсчитать расходы Министерство ВВС США рассказало, во сколько обходится один день войны в Ливии."
1,"Глава военно-воздушного ведомства США Майкл Донли рассказал об объёме ежедневных расходов ВВС на военную операцию в Ливии."
2,"По словам министра, затраты составляют 4 млн долларов, сообщает «Лента.ру»."
3,"Однако Донли уточнил, что после прекращения активных действий США в военных действиях расходы заметно уменьшатся."
4,"Министр также сообщил, что на данный момент ВВС истратили на войну в Ливии в общей сложности около 75 млн долларов."
5,"В эту сумму вошли деньги на развёртывание и боевое применение около 50 истребителей, а также 39 самолётов поддержки (включая разведывательные и топливозаправщики)."
6,"С 4 апреля американские боевые самолёты начали возвращаться к местам базирования в Европе."
7,"Однако они по-прежнему будут находиться в состоянии повышенной боеготовности."
8,"Самолёты поддержки пока продолжат своё участие в военной операции в Ливии."
9,"Ранее сообщалось, что в целом американская операция в Ливии стоила свыше полумиллиарда долларов."
10,"Столь существенная разница с ценой войны для ВВС объяснятся тем, что основную часть работы в Ливии выполняли самолёты, а также корабли и подводные лодки ВМС США."
11,"Так, запуск одного «Томагавка», которые применялись военно-морскими силами США для подавления системы ПВО Ливии, обходится в 1,5 млн долларов."
12,"За время военной операции в Ливии было уничтожено около 30% военного потенциала режима Муамара Каддафи."
