"sent_pos","source"
0,"Победит тот, у кого больше мозг Учёные выяснили, от чего зависит успех прохождения видеоигр."
1,"Видеоигры — это не просто пустая трата времени, а деятельность, сопряжённая с умственными способностями."
2,"К такому выводу пришли американские учёные."
3,"Они выяснили, что успех человека в покорении компьютерных игр можно предсказать, измерив определённые участки мозга испытуемого."
4,"Как пояснил профессор психологии Питсбургского университета Кирк Эриксон, это первый случай, когда учёные смогли взять реальную задачу (видеоигры) и показать, что размеры отдельных участков мозга влияют на интеллектуальную производительность и способности к обучению."
5,"В эксперименте принимали участие как преданные фанаты компьютерных игр, так и абсолютные новички."
6,"Опытные игроки опережали неофитов по внимательности и остроте восприятия, но познавательные способности новичков от тренировок практически никак не зависели — и поэтому в этой области они не уступали матёрым игрокам."
7,"Возможно, познавательные способности определяются работой отдельных участков мозга, находящихся в так называемой зоне полосатого тела (стриатум)."
8,"Полосатое тело регулирует мышечный тонус и участвует в регуляции работы внутренних органов, а также в формировании условных рефлексов и осуществлении различных поведенческих реакций."
9,"Учёные называют полосатое тело своеобразной машиной для обучения, потому что оно активизируется в процессе формирования привычки и приобретения навыков."
10,"Результаты проведённых исследований могут помочь в лечении слабоумия."
