"sent_pos","source"
0,"Неизвестный поклонник Эдгара По Каждые год, вот уже в течение 58 лет, в день рождения Эдгара По (19 января) его могилу посещает неизвестный и оставляет на могиле полбутылки коньяку и три красные розы."
1,"Никто не знает этого человека."
2,"Хотя и предпринимались попытки его узнать."
3,"Это похоже на какую-то детективную историю: в этом году к могиле Эдгара По в Балтиморе вновь приходил неизвестный."
4,"И, как всегда, он оставил на могиле наполовину полную бутылку коньяка и три красные розы."
5,"Это повторяется с 19 января 1949 года, уже 58 лет."
6,"Как сообщает куратор музея По в Балтиморе Джефф Джером (Jeff Jerome), в этом году, 19 января, могилу По посетили 55 любопытных."
7,"В этом году все вели себя прилично."
8,"В прошлом году некоторые пытались выследить таинственного посетителя, но ему удалось скрыться через боковой выход кладбища."
9,"Джером наблюдает таинственные посещения с 19 января 1976 года."
10,"Из своих наблюдений он сделал вывод, что в настоящий момент, церемонию продолжает сын того человека, который начал эти посещения в 1949 году."
11,"В 1993 году на могиле было оставлено зашифрованное сообщение: «Факел передается дальше»."
12,"В более позднем сообщении говорилось, что тот человек умер в 1998 году, и передал традицию сыновьям."
13,"Известный американский писатель Эдгар По родился 19 января 1809 года в Бостоне."
14,"Его детство прошло в Ричмонде, штат Виргиния."
15,"Известность пришла к нему через его криминальные и страшные рассказы: «Рукопись, найденная в бутылке», «Сердце-обличитель», «Ворон», «Сфинкс»."
