"sent_pos","source"
0,"Депутаты хотят штрафовать россиян за азартные игры."
1,"Госдума может законодательно запретить жителям страны проводить досуг таким способом."
2,"Депутат от «Единой России» Иван Саввиди внёс в нижнюю палату парламента предложение, в случае принятия которого россиян, играющих в азартные игры вне игорных зон, будут наказывать рублём."
3,"Логика парламентария проста: сегодня в стране официально запрещена лишь организация игорного бизнеса вне игорных зон."
4,"Однако участие в таких нелегальных играх законом никак не возбраняется."
5,"Саввиди счёл это обстоятельство несправедливым и полагает, что в России необходим запрет на «участие граждан в проведении азартных игр вне игорных зон, а также с использованием информационно-телекоммуникационных сетей»."
6,"По мнению парламентария, с проштрафившихся россиян нужно взимать от 500 до 2000 рублей."
7,"Вторая законодательная инициатива, сообщает «Лента.ру», последовала от сенатора Александра Починка, который предлагает уточнить понятие игорного автомата."
8,"Он считает, что под таковым нужно понимать в том числе и лотерейные автоматы, терминалы для приёма ставок и выплаты выигрышей лотерей, проводимых в режиме реального времени, а также интернет-терминалы."
9,"Принятие данной поправки позволит, по мнению сенатора, повысить эффективность контроля за букмекерскими конторами и тотализаторами."
