"sent_pos","source"
0,"Лужков всё-таки уходит?"
1,"Мэр столицы обговорил условия отставки и новой работы."
2,"Юрий Лужков согласовал условия передачи власти в Москве."
3,"Об этом со ссылкой на свои источники информации сообщает  «Новая газета»."
4,"По словам источника газеты, мэром Москвы станет Сергей Собянин, а руководителем столичного правительства Валерий Шанцев."
5,"Таким образом, будет обеспечена преемственность руководства столичным регионом."
6,"Огласят решение не раньше понедельника 27 сентября."
7,"В данный момент Лужков находится в отпуске, а Трудовой кодекс не допускает принятия подобных решений в этот период."
8,"Источник «Новой газеты» также подчеркнул, что Лужков уходит не на пенсию, а ему будет предложена новая работа, близкая к его нынешнему статусу."
9,"При этом другие источники газеты в мэрии Москвы не подтверждают эту информацию."
