"sent_pos","source"
0,"В США появились в продаже планшетники Motorola Xoom Новый гаджет уже окрестили «убийцей iPad»."
1,"Новый планшетный компьютер Motorola Xoom с операционной системой Google Android 3.0 появился на прилавках США 24 февраля, сообщает РБК."
2,"В американских магазинах новинку можно приобрести за 799 долларов."
3,"О том, по каким ценам новый гаджет будет продаваться в других странах, а также о датах начала продаж в Европе и в России пока не сообщалось."
4,"Эксперты уже успели выделить основной недостаток Motorola Xoom."
5,"Это его неспособность работать в сетях четвёртого поколения LTE, а также отсутствие поддержки Flash-технологии."
6,"Планшетник снабжён двухъядерным процессором NVIDIA Tegra 2 с частотой 1 ГГц, 31 Гб встроенной памяти и 10,1-дюймовым сенсорным экраном."
7,"Примечательно, что гаджет поступил в продажу накануне релиза одной из самых ожидаемых новинок 2011 года — iPad2 от Apple."
8,"Кроме того, выпуск планшетных компьютеров на операционной системе Android 3.0 уже анонсировали LG и ASUS."
9,"О стремительном распространении стандарта LTE читайте в статье Частного корреспондента «LTE — мобильный стандарт будущего»"
