"sent_pos","source"
0,"«Гагарин» начал двухдневный полёт к МКС Запуск пилотируемого корабля посвящён 50-летию полёта первого космонавта."
1,"Сегодня, 5 апреля, с космодрома Байконур стартовала ракета-носитель «Союз-ФГ» с пилотируемым космическим кораблём «Союз ТМА-21»."
2,"7 апреля должна произойти стыковка корабля с Международной космической станцией (МКС), сообщает РБК."
3,"Запуск посвящён 50-летию полёта Юрия Гагарина в космос."
4,"В честь первого космонавта корабль получил собственное имя «Гагарин»."
5,"Состав экипажа, в который вошли три космонавта, — международный."
6,"В него вошли двое россиян — Александр Самокутяев (командир) и Андрей Борисенко (бортинженер) — и гражданин США Рональд Гаран (бортинженер)."
7,"Для россиян это первый полёт в космос, в отличие от американца, который в 2008 году летал на шаттле Discovery на МКС и провёл в космосе 13 суток."
8,"Планируется, что члены экипажа проведут в ходе экспедиции около 40 экспериментов."
9,"Стоит отметить, что запуск корабля «Союз ТМА-21» изначально планировался на 30 марта 2011 года, но был отложен из-за несогласованности в работе блока связи и коммутации «Квант-В»."
10,"Недоработка была выявлена в ходе испытаний корабля во время предпусковой подготовки на техническом комплексе космодрома Байконур."
11,"Сбой в работе прибора был связан с выходом из строя используемого в нём конденсатора."
12,"Прибор был заменён, после чего запуск корабля благополучно состоялся."
13,"О последних научных открытиях, сделанных благодаря космическим программам, читайте в статье Частного корреспондента «Научное открытие года»"
