"sent_pos","source"
0,"Ах , какой был мужчина … От « Дракулы - 2000 » до « Рок-н-ролльщика » : десять фильмов Джерарда Батлера Мало что может проиллюстрировать популярность актёра лучше , чем два фильма с ним в главной роли , выходящие в один день ."
1,"Именно так случилось в этот раз с Джерардом Батлером ."
2,"Показательно , что фильмы совершенно разные — фантастический боевик « Геймер » и романтическая комедия « Голая правда » ."
3,"В ноябре шотландцу Джерарду Батлеру исполнится сорок ."
4,"Учитывая , что настоящую популярность он обрёл каких-то года три назад , начал он поздновато ."
5,"Может , то , как активно и успешно он снимается сейчас , — своего рода компенсация за долгую раскачку ?"
6,"Впрочем , Батлеру не на что жаловаться ."
7,"Его кинодебют состоялся в 1997 году , а уже три года спустя он появился в такой завидной роли , как Дракула ."
8,"В последующих своих работах он продолжал культивировать образ мечты всех женщин планеты ."
9,"Если так пойдёт дальше , в клубе 20-миллионников появится ещё один игрок ."
10,"Дракула – 2000 Dracula 2000 , США , 2000 , хоррор Режиссёр Патрик Люссье По правде сказать , сам фильм не был тем , чем можно гордиться , хотя вместе с ещё почти никому не известным Батлером в нём снялись Кристофер Пламмер , Джонни Ли Миллер и Омар Эппс ."
11,"И всё же утверждение на роль Дракулы — знак признания в актёре определённой харизмы ."
12,"Как можно догадаться по названию , действие фильма происходит в 2000 году ."
13,"Банда грабителей , использующая последние технологии , обчищает хранилище лондонского антиквара Ван Хельсинга ."
14,"Тот устремляется за ними , что в конечном итоге и приводит к встрече с его старым знакомым ."
15,"Несмотря на мировой прокат , картина так и не смогла окупить свой скромный 28-миллионный бюджет , так что эта работа не сделала Батлеру имени ."
16,"В отличие от « Лары Крофт — 2 » , которой пришлось ждать ещё три года ."
17,"Лара Крофт — расхитительница гробниц : Колыбель жизни Lara Croft Tomb Raider : The Cradle of Life , США — Германия — Япония — Великобритания , 2003 , боевик Режиссёр Ян де Бонт Работа Яна де Бонта , дебютировавшего в режиссуре таким хитом , как « Скорость » , тоже не была шедевром и тоже в прокате не окупилась , так что ничего удивительного , что с тех пор де Бонт так ничего больше и не снял ."
18,"И всё же это был очень громкий проект , и Батлера , сыгравшего в нём главную мужскую роль — человека , покорившего сердце даже такой девушки , как Лара Крофт , было просто невозможно не заметить ."
19,"В этом фильме расхитительница гробниц ищет легендарный ящик Пандоры , в чём ей активно помогает её бывший возлюбленный Терри Шеридан ( его - то и играет Батлер ) ."
20,"Вместе им удаётся обойти зловещего Джонатана Рисса и тем спасти мир ."
21,"Призрак Оперы The Phantom of the Opera , США — Великобритания , 2004 , мюзикл / триллер Режиссёр Джоэл Шумахер Готический мюзикл Джоэла Шумахера невольно продолжил галерею жутковатых портретов в короткой фильмографии Джерарда Батлера ."
22,"На этот раз ему достался образ леденящего кровь и вместе с тем романтичного призрака Оперы ."
23,"« Призрак Оперы » — экранизация мюзикла Эндрю Ллойда Уэббера , в основе которого лежит одноимённый роман Гастона Леру ."
24,"В ней рассказывается о Парижской опере , планам новых хозяев которой мешает загадочный призрак Оперы , влюблённый в молодую певицу Кристину ."
25,"Для актёра этот фильм был , возможно , самым большим испытанием ."
26,"Ведь ему не только пришлось играть настолько неоднозначного героя , но ещё и петь ."
27,"Причём петь очень сложные , практически оперные партии ."
28,"С чем он справился вполне достойно ."
29,"Дорогой Фрэнки Dear Frankie , Великобритания , 2004 , драма Режиссёр Шона Ауэрбах Наверное , самый некоммерческий и в то же время серьёзный фильм в карьере Батлера ."
30,"Он же и самый титулованный , хотя сам актёр не получил за него даже номинации ."
31,"В драме Шоны Ауэрбах рассказывается о матери - одиночке Лиззи , которая , дабы не травмировать сына Фрэнки , когда-то придумала историю про отца — моряка дальнего плавания ."
32,"Ложь пришлось прикрывать липовыми письмами , а когда в порт приплыл корабль , на котором , по легенде , плавает отец Фрэнки , Лиззи пришлось искать липового отца ."
33,"Последнего и играет Батлер ."
34,"У его роли даже нет имени — в титрах он значится как Незнакомец ."
35,"Однако это ничуть не умаляет значения и серьёзности этого образа ."
36,"Беовульф и Грендель Beowulf & Grendel , Канада — Великобритания — Исландия , 2005 , фэнтези Режиссёр Стурла Гуннарссон Фильм исландского режиссёра Стурлы Гуннарссон продолжил галерею литературных героев , сыгранных Батлером ."
37,"Вслед за Дракулой и призраком Оперы актёр сыграл героя древней англосаксонской легенды — непобедимого воина Беовульфа ."
38,"Принято считать , что в основе всех мифов лежат реальные события , при множественных пересказах и литературной обработке приобретшие сказочный ореол ."
39,"От этого и отталкивались авторы фильма , в котором Грендель предстал не монстром , а вполне обычным человеком ."
40,"Что , конечно , не приуменьшает подвиг Беовульфа , спасшего своих соплеменников от набегов мстительного Гренделя ."
41,"300 спартанцев 300 , США , 2006 , комикс - экшен Режиссёр Зак Снайдер Занятно , что уже следующей ролью Батлера стал спартанский царь Леонид — ещё один древний воин с мечом наперевес ."
42,"Леонид остался в истории благодаря битве при Фермопилах в 480 году до н ."
43,"э ."
44,"Персидский царь Ксеркс , одержимый идеей мирового господства , к тому моменту завоевал все окрестные территории ."
45,"Греческий город Спарта , известный своими великолепно подготовленными воинами , оказался единственным , чей царь отказался сдаться без боя ."
46,"Специально для фильма Батлер , как и прочие актёры , сыгравшие спартанцев , усердно наращивал мышечную массу ."
47,"Шутка ли — спартанцы воевали , имея на себе лишь плащи и набедренные повязки ."
48,"Выкуп Butterfly on a Wheel , Канада — Великобритания , 2007 , триллер Режиссёр Майк Баркер В триллере Майка Баркера актёр сыграл , наверное , свою наименее привлекательную роль ."
49,"Нет , он выглядит здесь ничуть не хуже , чем в прочих фильмах , — дело в истории и месте его героя в ней ."
50,"По сюжету счастливая семья Уорнер становится жертвой какого-то маньяка ."
51,"У Нила ( Батлер ) и Эбби похищают дочь ."
52,"Похититель даже не пытается прятаться , но сделать они с ним ничего не могут , ведь они не знают , где он держит Софи ."
53,"Герой Батлера в « Выкупе » , будучи крепким и неглупым мужчиной , ничего не может поделать , оказавшись беспомощным заложником обстоятельств ."
54,"P ."
55,"S ."
56,"Я люблю тебя P ."
57,"S ."
58,"I Love You , США , 2007 , мелодрама Режиссёр Ричард Лагравенезе А вот и самая трогательная роль Батлера ."
59,"Пусть она и нацелена исключительно на женщин ."
60,"У мужчин этот фильм скорее вызовет раздражение ."
61,"Холли и Джерри ( Батлер ) были счастливы вместе , пока не стало известно , что Джерри смертельно болен и ему осталось жить совсем немного ."
62,"Когда его не стало , Холли думала , что никогда не сможет это пережить , но потом она получила от Джерри послание ."
63,"А затем ещё и ещё ."
64,"Почему-то многие женщины сочли романтичным то , что вместо того , чтобы отпустить любимую , дать ей успокоиться , Джерри мучил её , постоянно напоминая об утрате ."
65,"Хотя его своеобразная забота о ней , конечно , впечатляет ."
66,"Остров Ним Nim's Island , США , 2008 , семейное кино Режиссёры Дженнифер Флэкетт , Марк Левин В этой семейной приключенческой комедии Батлер играет сразу две роли — тихого биолога Джека Русо и неутомимого искателя приключений Алекса Ровера , каким его представляет его дочь Ним ."
67,"Дело в том , что Алекс Ровер — герой книжного цикла , который обожает Ним ."
68,"Джек с дочерью живёт на маленьком тропическом острове вдали от цивилизации , и книги о Ровере — одно из немногих развлечений Ним ."
69,"Ровер , сыгранный Батлером , очень похож на Индиану Джонса — и внешне , и по типажу ."
70,"Сделано это было вполне намеренно — и получилось столь удачно , что впору задуматься , не стоит ли заменить старенького Харрисона Форда на Батлера ."
71,"Рок-н-ролльщик RocknRolla , Великобритания , 2008 , криминальная комедия Режиссёр Гай Ричи Долгожданное возвращение Гая Ричи к излюбленному жанру криминальных комедий ."
72,"Едва ли « Рок-н-ролльщика » можно сравнить по лихости с его прежними работами — « Карты , деньги , два ствола » и « Большой куш » , но это всё же лучше , чем « Револьвер » ."
73,"Батлер играет здесь мелкого жулика со странным прозвищем Один - Два ."
74,"Он и его друг Мамблз невольно оказываются втянутыми в конфликт между лондонским криминальным воротилой Ленни Коулом и русским миллиардером Юрием Омовичем ( привет Роману Абрамовичу ) ."
75,"Образ вышел тоже несколько экзистенциональный , но не лишённый брутального обаяния , которое очень роднит его с Майком из « Голой правды » ."
