"sent_pos","source"
0,"Представители медицинских властей Гаити предупреждают, что эпидемия холеры быстрыми темпами распространяется по стране."
1,"Эта болезнь уже унесла жизни около 200 человек, инфицированы еще, по меньшей мере, 2 тысячи."
2,"Её очаг расположен на севере государства."
3,"Предполагается, что источником распространения инфекции стала загрязненная фекалиями река."
4,"Власти опасаются, что холера вскоре достигнет столицы островного государства — города Порт-о-Пренс."
5,"В этом случае эпидемия может беспрепятственно распространиться по лагерям, в которых живут люди, лишившихся крова в результате январского землетрясения."
6,"Там в антисанитарных условиях живут сотни тысяч гаитян."
7,"Медицинские учреждения страны переполнены пациентами."
8,"Представители ООН сообщают, что гуманитарные организации начали борьбу со вспышкой холеры на Гаити."
9,"Их сотрудники распространяют 10 тысяч гигиенических наборов, содержащих средства для очистки воды в местах распространения заболевания."
