"sent_id","par_id","source","book_id","par_pos","sent_pos"
33525,10714,"Баскетболист Деррик Роуз из команды Chicago Bulls признан самым ценным игроком Национальной баскетбольной ассоциации (НБА) по итогам сезона 2010—2011 года.",1119,1,1
33526,10715,"22-летний Роуз стал самым молодым игроком НБА, получившим это престижное звание, и первым игроком Chicago Bulls, ставшим «самым ценным» после того, как в 1998 году легендарный Майкл Джордан был удостоен этого титула в пятый и последний раз.",1119,2,1
33527,10716,"Роуз вывел чикагскую команду к рекордному показателю в 62 победы в 82 матчах сезона — лучшему результату НБА.",1119,3,1
33528,10716,"В среднем он набирал 25 очков за матч и делал 7,7 результативных передач.",1119,3,2
33529,10716,"Незадолго до начала сезона, он открыто говорил о намерениях стать самым ценным игроком НБА.",1119,3,3
33530,10717,"113 спортивных журналистов, участвовавших в голосовании, на основании которого принимается решение о присвоении этого титула, поставили Роуза на первое место.",1119,4,1
33531,10717,"На втором месте оказался Дуайт Ховард из команды Orlando Magic.",1119,4,2
33532,10717,"Леброн Джеймс из Miami Heat, становившийся самым ценным игроком в двух предыдущих сезонах, вышел на третье место.",1119,4,3
33533,10717,"Четвертым стал Коби Брайант из Los Angeles Lakers.",1119,4,4
33534,10718,"Объявление Роуза самым ценным игроком состоялось через несколько дней после того, как главный тренер Chicago Bulls Том Тибодо был признан тренером года.",1119,5,1
33535,10719,"В среду Chicago Bulls будет принимать у себя команду Atlanta Hawks в очередном матче серии до четырех побед Восточной конференции НБА.",1119,6,1
33536,10719,"К настоящему времени в этой серии со счетом 1:0 лидирует Atlanta Hawks",1119,6,2
