"sent_pos","source"
0,"По примеру Березовского МВД предлагает ввести практику заочных арестов подозреваемых."
1,"Руководство силового ведомства страны считает необходимым принять в Уголовно-процессуальный кодекс РФ изменения, которые дали бы возможность заочно арестовывать подозреваемых и обвиняемых, которые пребывают в федеральном розыске."
2,"Для этого нужно внести поправки в статьи УПК РФ 108 («Заключение под стражу») и 109 («Сроки содержания под стражей»)."
3,"До сих пор, сообщает «Интерфакс», такая мера пресечения была применима только к преступникам, числящимся в международном розыске."
4,"Свою инициативу в МВД объясняют тем, что «невозможность избрания меры пресечения в виде заключения под стражу в отсутствие обвиняемого, скрывшегося от следствия либо дознания» является одним из негативных факторов при расследовании уголовных дел."
5,"Так, согласно официальной статистике, запрет на заочное задержание обвиняемых стал причиной того, что с 2006 по 2009 год десятки тысяч подозреваемых попросту избежали уголовного преследования."
6,"Дело в том, что суды по месту задержания воздерживаются от ареста обвиняемых на основании копий материалов дела, а обеспечить судей оригинальными документами за 40 часов, предусмотренных законом, получается редко."
7,"В итоге подозреваемого освобождают и тот уходит от правосудия."
8,"Кроме того, предлагаемые поправки имеют и экономическую составляющую."
9,"Разрешение на заочные аресты даст возможность сэкономить существенное число бюджетных денег, которые тратятся на срочные командировки сотрудников, перевозящих материалы уголовных дел на места задержания обвиняемых."
10,"О том, что думают россияне о переменах, происходящих в МВД, читайте в статье Частного корреспондента «Реформа с продолжением»"
