"sent_pos","source"
0,"Дюссельдорф — город велосипедный Аккурат к празднику дня велосипедистов Дюссельдорфа, который состоится завтра, в субботу 27 июня, мэрия города выпустила в свет бесплатную брошюру с новым, седьмым по счёту, велосипедным туристским маршрутом Дюссельдорфа."
1,"Этот подарок уже можно найти во всех отделениях мэрии города, а также в информационном центре рядом с вокзалом."
2,"Дюссельдорф в последние годы уделяет исключительное внимание развитию велосипедной инфраструктуры."
3,"Так, по примеру отношения к велосипедистам в Голландии, в городе введена в строй «Велосипедная станция», расположенная прямо у главного железнодорожного вокзала."
4,"В ней любому приехавшему туристу окажут информационную и сервисную помощь, а в случае необходимости выдадут велосипед для поездки по городу."
5,"В настоящее время в Северном Рейне-Вестфалии уже действует 60 таких велосипедных станций, а по программе их должно быть не менее 100."
6,"Но вернёмся к новой велокарте города."
7,"Это складная карта, рассчитанная на крепление к рулю велосипеда."
8,"На ней изображён не только подробный маршрут (масштаб: в одном сантиметре 200 метров), но и фотографии с описанием наиболее интересных объектов по пути следования."
9,"Протяжённость Тура — 26 км."
10,"Начинается маршрут у велосипедной станции и проходит по кольцу через районы Альтштадт, Оберкассель, Нидеркассель и Лёрик."
11,"Особенно интересны участки Старого города и набережной Рейна."
