"sent_pos","source"
0,"Правление «Викимедиа Германии — Общество для поддержки свободного знания» высказал свою позицию относительно правового спора с родителями умершего берлинского компьютерного хакера Трона."
1,"В правовом споре речь идёт о статье, опубликованной в Википедии, в которой говорится о хакере Троне."
2,"В этой статье были названы как псевдоним хакера, так и его настоящее имя."
3,"Хакер умер в 1998 году."
4,"Официальная версия смерти — самоубийство, но эта версия подвергается сомнениям."
5,"Один из знакомых родителей хакера, делал попытки удалить настоящее имя хакера из статьи."
6,"Но имя всегда возвращалось в статью."
7,"Эти удаления и восстановление имени перешли в так называемую «войну правок»."
8,"Как следующее средство, родители подключили адвоката."
9,"Адвокат направил письмо в «Викимедиа Германии», в котором потребовал или скорректировать, или удалить статью."
10,"«Викимедиа Германии» не могла и не хотела это делать."
11,"Был разговор с адвокатом, и письмо было переправлено в американский «Фонд Викимедиа»."
12,"После этого, адвокат 14 декабря 2005 года предпринял правовые шаги, с требованиями, изложенными в письме против «Викимедиа Германии»."
13,"Основанием обращения в суд было — нарушение личных прав."
14,"Так как для обращения в американский «Фонд Викимедиа» необходимо подключать дипломатические каналы, поэтому не понятно, как и когда решения могут дойти до фонда."
15,"17 января 2006 года было запрещено переадресацию адреса Википедии на домен wikipedia.de."
16,"Это переадресация была отключена, и одновременно были предприняты правовые шаги против этого."
17,"Адвокат «Викимедиа Германии» добился восстановления переадресации под залог в 500 евро."
18,"Судебное разбирательство назначено на пятую календарную неделю (30 января — 5 февраля)."
19,"Одновременно «Викимедиа Германии» пытается прийти к внесудебному соглашению."
20,"«Викимедиа Германии» подчёркивает в своем высказывании, что они не являются хозяевами Википедии."
21,"Им является американский «Фонд Викимедиа»."
22,"Об этой ситуации имеют ошибочное представление не только адвокат родителей, но и вообще многие заблуждаются в этом вопросе."
23,"В четверг издательство «Ценодот» (Zenodot) обратилось с открытым письмом к адвокату родителей."
24,"Это издательство распространяет через книжную торговлю DVD-версию Википедии, в которой также названо настоящее имя хакера Трона."
25,"Руководство издательства видит угрозу, что против него тоже будут предприняты судебные шаги."
