"sent_pos","source"
0,"Российский доктор не прошёл по шариату В Казани уволили врача-мужчину, чтобы тот не осматривал пациенток-мусульманок."
1,"Специалист по УЗИ Николай Блинов потерял работу… из-за своего пола."
2,"Баранов трудился в Казанском училище олимпийского резерва, в кабинете ультразвуковой диагностики, а причиной его увольнения стали многочисленные жалобы от учащихся девушек-мусульманок, а также от их родителей."
3,"Их не устраивало, что в ходе ультразвукового обследования девушки вынуждены раздеваться."
4,"Баранов как врач был обязан регулярно осматривать всех будущих спортсменов олимпийского резерва – вне зависимости от их пола и вероисповедания."
5,"Однако председатель Союза мусульманок республики Татарстан Наиля Зиганшина настаивает, что «осмотр девочек мужчиной противоречит нравственным основам»."
6,"С точки зрения шариата это так."
7,"Но надо учитывать, что училище олимпийского резерва – это светское учебное заведение, которое финансируется из государственно бюджета."
8,"К тому же, если всё мерить меркой шариата, непонятно, зачем истовым мусульманкам идти в заведение, где их нравственные устои наверняка будут вступать в противоречие с местными порядками."
9,"Тем не менее, Баранова попросили покинуть занимаемую должность."
10,"Впрочем, он может попытаться оспорить это решение в суде."
11,"О том, как приверженцы ислама борются за свои взгляды в Европе, читайте в статье «Вечные маргиналы»."
