"sent_pos","source"
0,"Они противостояли друг другу во время президентских выборов в июне 2006 года."
1,"Тогда выиграл Илюмжинов, но ему настолько понравилась программа его соперника, что он вместе с ним основал компанию с 10-и миллионным капиталом."
2,"Эта компания будет ответственна за все главные мероприятия ФИДЕ, и за связанные с шахматами проекты."
3,"Новая дирекция для шахматного мира."
4,"Меморандум о взаимопонимании между Кирсаном Илюмжиновым и Бесселем Коком в Праге."
5,"Президент ФИДЕ Кирсан Илюмжинов и г-н Бессель Кок счастливы сообщить, что 21 декабря 2006 года на встрече в Праге был подписан меморандум о взаимопонимании."
6,"Партнёры договорились основать компанию под названием «Глобал чесс» (Global Chess BV), которая будет базироваться в Амстердаме (Нидерланды)."
7,"Были одобрены пятилетний бизнес-план, бюджет и проект устава новой компании."
8,"За исключением тех соревнований, по которым ФИДЕ уже имеет контракты с организаторами, «Глобал чесс» будет ответственной за маркетинг, развитие и продвижение всех турниров и матчей ФИДЕ, связанных с циклами первенств мира среди мужчин, женщин, молодежи и юниоров."
9,"Компания будет также действовать как инвестор для, связанных с шахматами, проектов, которые будут выбираться правлением после детального технико-экономических обоснования."
10,"Области, которые будут рассматриваться — тренировочные школы (академии), программное обеспечение, проекты в СМИ, которые помогут сделать шахматы более популярными во всём мире."
11,"«Глобал чесс» будет работать в соответствии с лицензионным соглашением с ФИДЕ."
12,"Это соглашение было обсуждено на заседании правления ФИДЕ в Элисте."
13,"Начальный капитал «Глобал чесс» составит 4,5 миллиона евро, к которым будут добавлены дополнительные 5,5 миллионов евро, для поддержки будущих мероприятий, в связанных с шахматами проектах."
14,"В совет директоров будут входить Кирсан Илюмжинов, Бессель Кок и Алексей Орлов."
15,"Правление попросило, чтобы г-н Бессель Кок действовал как Председатель совета, Кок принял это предложение."
