"sent_pos","source"
0,"Таганка отметит юбилей спектаклем с песнями Шевчука Премьера постановки состоится 23 апреля 2014 года."
1,"В московском Театре на Таганке покажут спектакль «Таганский фронт», посвященный театру и его создателю режиссеру Юрию Любимову."
2,"Постановка будет сочетать в себе поэзию, пластику, цирк, музыку и драму."
3,"Автор пьесы и режиссер — поэт и актер Влад Маленко."
4,"Музыку к спектаклю написал лидер группы ДДТ Юрий Шевчук, который также появится на сцене."
5,"В постановке сыграют как молодые артисты таганской труппы, так и ее старожилы."
6,"В частности, на сцену выйдут Иван Бортник, Вениамин Смехов, Виталий Шаповалов, Маргарита Радциг, Иван Рыжиков, Анастасия Колпикова и другие."
7,"Действие музыкально-поэтического спектакля будет начинаться на улице — участники арт-проекта «Мужской голос» встретят зрителей у метро и проводят их в театр."
8,"Постановка продолжится в фойе, а затем на сцене Таганки, пишет Лента.ру."
9,"Премьера спектакля «Таганский фронт» будет приурочена к 50-летиюТеатра на Таганке."
10,"В рамках празднования юбилея с начала сезона 2013/2014 проводятся различные мероприятия, организованные как самой Таганкой, так и при помощи других театров."
11,"Кроме того, на 2014 год запланирован ряд спектаклей и выставок «Группы юбилейного года», сформированной в 2013 году из выпускников московской «Школы театрального лидера»."
