"sent_pos","source"
0,"Беспорядки в Киргизии Основные события теперь уже разворачиваются не только в областях, но и в столице республики, Бишкеке."
1,"• 14.00."
2,"Как сообщают киргизские СМИ, собравшиеся в центре Таласа люди —примерно 11—12 тысяч — захватили здание УВД."
3,"По информации сотрудника Коалиции НПО «За демократию и гражданское общество» Шамиля Мурата, митингующие вынесли из УВД каски и оружие."
4,"• 14.20."
5,"По информации АКИpress митингующие в городе Токмок Чуйской области Кыргызстана начали захват здания госадминистрации города."
6,"По данным одного из очевидцев, толпа из 3 тысяч человек стоит возле мэрии и громит стекла здания."
7,"Представителей правоохранительных органов практически нет либо они не вмешиваются в ситуацию."
8,"• 14.20."
9,"На площади перед Домом правительства в Бишкеке собрались сторонники оппозиции, которые периодически штурмуют ворота здания."
10,"Их обрабатывают спецсредствами."
11,"Танков на площади перед Домом правительства пока нет."
12,"По некоторой информации в заложники взяты глава МВД Конгантиев и бойцы отряда «Альфа»."
13,"• 14.38."
14,"Национальный канал вещает экстренное заседание парламента, где дружно осуждают оппозицию и говорят, что в стране все спокойно."
15,"Пятый канал — ещё один рупор власти — со вчерашнего дня выдает настроечную таблицу."
16,"• 14.40."
17,"Как сообщают коллеги, из Дома правительства открыли огонь на поражение, есть пострадавшие."
18,"Многотысячные митингующие в Бишкеке подошли к Дому правительства Кыргызстана (Белому дому) с улицы Алма-Атинская."
19,"Митингующие на машинах протаранили ограждения Белого Дома."
20,"В свою очередь с Дома Правительства прозвучали ответные выстрелы."
21,"Снайперы открыли прицельный огонь, в результате которого ранен один человек."
22,"• 14.42."
23,"Митингующие подожгли у Дома правительства грузовой автомобиль."
24,"С площади скорая увезла двух раненных."
25,"• 14.47."
26,"Около 13 часов 7 апреля в городе Кербене протестующие вошли в здание районной администрации и водрузили над ним флаг КР."
27,"По информации источников, до этого со стороны спецназа в воздух были произведены предупредительные выстрелы."
28,"Однако с проникновением протестующих в здание райгосадминистрации спецназ отступил."
29,"Также чуть ранее сотрудниками правоохранительных органов была попытка задержать одного из протестующих, но он был отпущен."
30,"В свою очередь протестующие отобрали у спецназовца дубинку и щит, который разбили."
31,"Кербен- это Джалалабадская область, Юг."
32,"• 14.50."
33,"Ринат Шамсутдинов сейчас отходит от ранения."
34,"Попали, видимо, в нерв."
35,"Ринат испытывает сильную боль, его рука пока не может двигаться."
36,"Видимо, стреляли дробью, потому что рядом парню оторвало палец, некоторые люди в крови • 15.05."
37,"В Кербене на народном курултае избран народный аким, которым стал Кадыркул Омурбеков, чью кандидатуру поддержал Топчубек Тургуналиев."
38,"Кроме того, участники собрания избрали и начальника районного отдела внутренних дел, которым стал местный правозащитник Сартбай Жайчибеков."
39,"Также участники собрания намерены продолжить назначения новых руководителей глав сельских управ района."
40,"По информации источника «АКИpress-Фергана», неизвестно о местонахождении акима Аксыйского района Таланта Орозова, которому ранее митингующие предложили подать в отставку."
41,"• 15.00."
42,"По не подтвержденным данным медработников, среди собравшихся перед зданием Дома Правительства есть убитые, несколько раненых."
43,"По данным Минздрава КР за медицинской помощью в организации здравоохранения обратилось около 100 пострадавших."
44,"В Минздраве 6 апреля создан штаб по координации деятельности по оказанию медпомощи."
45,"По данным министерства, на 14.45 по республике 93 пострадавших."
46,"• 15.07."
47,"Около 200 человек подошли к райакимиату в селе Покровка."
48,"К ним присоединяются люди со всех близлежащих сел."
