"sent_pos","source"
0,"Лучшее — враг хорошего Реконструкция Малой Бронной Наверное, любому пешеходу сразу понятно, что на этой улице надо что-то поменять, но не всегда очевидно, что именно."
1,"Для этого мы и провёли исследование на основе специальных методик и предлагаем рекомендации, отражающие современные представления о городской среде."
2,"Малая Бронная – очень известная небольшая московская улица между Тверским бульваром и Садовым кольцом, в самом центре города."
3,"Она не очень длинная, всего 950 метров, но зато на ней много всего расположено: офисы, кафешки, одноимённый театр и всякое другое, поэтому людей там ходит много."
4,"А вот общественного транспорта на Малой Бронной нет, это исторический центр, улица узкая, поэтому троллейбус или трамвай там просто так не пустишь."
5,"До ближайших станций метро не так уж и близко, 800-1200 метров: Получается, что людям, приехавшим сюда на общественном транспорте, достаточно долго нужно идти пешком."
6,"Поэтому особенно важно, чтобы им при этом было комфортно (на языке наших экспертов это называется «высокая актуальность создания комфортной пешеходной инфраструктуры»)."
7,"Прогулка по городу должна доставлять удовольствие, а не испытывать гуляющего на прочность."
8,"Тротуары на Малой Бронной, конечно, не такие исчезающе узкие, как на некоторых других центральных улицах, но всё равно надо что-то менять."
9,"Вот как это выглядит: А вот как распределяется площадь между пешеходами и автомобилями, велосипедов почти нет: Для ходьбы предназначена всего треть пространства."
10,"Так в удобном городе не должно быть."
11,"Есть ещё много разных других претензий."
12,"Вообще, наверное, любому пешеходу сразу понятно, что на этой улице надо что-то поменять, но не всегда очевидно, что именно."
13,"Для этого мы и провёли исследование на основе специальных методик и предлагаем рекомендации, отражающие современные представления о городской среде."
14,"Что мы собственно предлагаем: 1."
15,"Успокоить трафик Это касается безопасности."
16,"Машин на улице мало, поэтому какой-нибудь негодяй запросто может разогнаться и сбить несчастную бабушку, переходящую дорогу."
17,"Чтобы такого не было, во всём мире специально немножко искривляют проезжую часть."
18,"Ещё один действенный вариант — введение одностороннего движения."
19,"По нашим подсчётам в сторону Бульварного кольца двигается больше машин, чем в обратную: Поэтому можно подумать над тем, чтобы оставить только один из этих потоков, однако это очень серьёзное решение и его нельзя принимать без тщательного компьютерного моделирования и дополнительных исследований."
20,"Сейчас мы предлагаем просто рассмотреть этот вариант."
21,"2."
22,"Осветить тротуары Сейчас улица освещается только подвешенными над проезжей частью фонарями, на тротуары они не светят: Путешествия по Малой Бронной в темноте пугают Артемия Лебедева, а освещённость наоборот создаёт ощущение безопасности."
23,"Поэтому мы предлагаем поставить дополнительные фонари, которые светили бы на пешеходов, а не только на дорогу."
24,"Вот как это сделано в Амстердаме: 3."
25,"Перераспределить пространство улицы в пользу пешеходов, сделать велодорожку Нужно не только расширить тротуары, но и отгородить их от дороги столбиками."
26,"Рядом с улицей есть несколько велопрокатов, поэтому дорожка там будет очень кстати."
27,"Её, конечно, тоже нужно защитить от машин."
28,"Соотношение занимаемых машинами, пешеходами и велосипедистами площадей при этом должно измениться так: 4."
29,"Заняться благоустройством Это очень обширная тема и одна из главных."
30,"Сейчас Малая Бронная используется в основном в качестве транзитной улицы: люди проходят туда, куда им нужно, по этим узким тротуарам, может быть, заходят в кафе."
31,"Улица представляет собой большой культурный и исторический интерес, но с благоустройством дела на ней обстоят неважно, поэтому никто там особенно и не задерживается."
32,"Мы хотим видеть её полноценным общественным пространством, где можно было бы с удовольствием проводить время."
33,"Здесь довольно много «дружелюбных» для пешеходов фасадов, там приятнее находиться: Заборы сильно портят картину, но от них никуда не денешься, они огораживают детский сад и школу."
34,"Зелень разнообразит пейзаж и спасает от пыли."
35,"Сейчас на Малой Бронной её мало, разве что во дворах и у Патриарших прудов."
36,"В последних ещё очень много лавочек, но зато в других частях улицы их всего пять штук: Предлагается поставить деревья в кадках, посадить цветы, привести порядок в газоны."
37,"Получится что-то такое: Есть куча других небольших деталей благоустройства, за которыми нужно следить: урны, визуальный мусор, провода на зданиях, покрытие тротуаров."
38,"Ещё обязательно нужно поднять некоторые пешеходные переходы на один уровень с дорогой."
39,"Сейчас и тротуары, и переходы очень неудобны для маломобильных людей (инвалидов, пожилых и т.д.), которых в Москве больше трёх миллионов: Ко всем объектам благоустройства должны применяться единые стандарты и единый стиль."
40,"Это очень сильно влияет на внешний вид улицы: она сразу становится чистой, опрятной и привлекательной."
41,"Примерно вот так: Что дальше?"
42,"Правительство Москвы на 2014-2015 годы запланировало большую программу, подразумевающую улучшение пешеходной и велосипедной инфраструктуры."
43,"В предварительный список улиц, входящих в неё, попала и Малая Бронная."
44,"Это значит, что делать с улицей скорее всего что-то будут, наша задача — убедиться, чтобы всё было по уму, а не как попало."
45,"Это предложения будут переданы в мэрию, и за дальнейшей их судьбой мы будем тщательно следить."
