"sent_pos","source"
0,"Почему день Курской Коренной приурочен к весеннему равноденствию Православные 21 марта празднуют день Курской Коренной иконы."
1,"В ее истории отразилась чуть не вся история России от времен татаро-монгольского ига вплоть до наших дней."
2,"Отразилась в виде символов, одним из которых является то, что Коренная икона сейчас пребывает в Америке и пока что не собирается возвращаться обратно на историческую родину."
3,"На Рождество Богородицы 1295 года несколько рыляков (так называют жителей города Рыльска) пришли поохотиться на речку Тускарь."
4,"На берегу рос огромный вяз."
5,"Один из охотников, подойдя к дереву, обнаружил у корней небольшую икону, лежащую ликом вниз."
6,"Поднял ее и – будто выдернул пробку: под вязом забил родник."
7,"Почуяв нутром, что это все неспроста, охотники решили оставить икону там, где нашли."
8,"Только срубили для нее небольшую часовню."
9,"Праздник Рождества Богородицы приходится на 21 сентября, его народное название — осенины."
10,"Неделю перед Рождеством тоже зовут осенинами."
11,"Или бабьим летом."
12,"Впрочем, как уже было сказано в тексте об Успении, в некоторых местах бабьим летом считается время от Успения (28 августа) до Рождества Богородицы."
13,"Эти праздники тесно связаны между собой."
14,"Но в чём специфика Рождества по сравнению с Успением?"
15,"Рождество земледелия Икона эта представляет собой Богородицу с поднятыми в молитвенном жесте руками."
16,"Младенец как бы выступает из ее груди через мандорлу."
17,"Этот сюжет называют Знамением и связывают его с пророчеством Исайи: «Сам Господь даст вам знамение: се Дева во чреве примет и родит Сына» (Ис.7,14)."
18,"Такой тип иконы особенно был популярен в землях Великого Новгорода."
19,"В 1169 году Знаменская икона спасла новгородцев от нападения посланных Андреем Боголюбским суздальцев, которые в нее даже стреляли и ранили (см."
20,"здесь)."
21,"Икона с Тускари впоследствии стала называться Коренной, поскольку была обретена у древесных корней."
22,"И Курской."
23,"Потому что до Курска от того места каких-нибудь тридцать километров вниз по реке."
24,"Но к моменту обретения иконы на Тускари Курска уже не было."
25,"В 1239 году хан Батый разорил его так основательно, что там триста лет было пусто."
26,"Жизнь региона стала тяготеть к Рыльску."
27,"Так вот, через какое-то время после явления Коренной рыляки решили забрать икону к себе."
28,"Отправили за ней лучших людей, встречали святыню с восторгом."
29,"Но только вот рыльский князь оказался субъектом не склонным к мистической экзальтации."
30,"Даже не удосужился выйти к воротам, чтобы поклониться прибывшей Богородице."
31,"И был немедленно ею наказан: ослеп."
32,"Пришлось каяться: согрешил, мол."
33,"И чудотворная смилостивилась – вернула бедняге зрение."
34,"На радостях князь велел строить церковь для Знамения."
35,"Храм освятили в честь Рождества Богородицы."
36,"Но только икона там долго не пробыла: чудесным образом вернулась в свое место силы."
37,"И сколько ни пытались принести ее в город, она неизменно уходила к себе на Тускарь."
38,"Теперь там монастырь – Рождества Богородицы."
39,"Все правильно: икона явилась на Рождество."
40,"Рождество Богородицы приходится на 21 сентября, канун осеннего равноденствия."
41,"Всю неделю перед Рождеством зовут Осенинанами."
42,"Или – Бабьим летом."
43,"Но почему же празднование самой Курской Коренной приходится на 21 марта, весеннее равноденствие?"
44,"Ну, есть причина."
45,"Это как Блок говорит: «Нас всех подстерегает случай."
46,"// Над нами — сумрак неминучий, // Иль ясность божьего лица»."
47,"Мы чуть позже вернемся к удивительному случаю, произошедшему с Коренной в конце XIX века, а сейчас продолжим историю иконы."
48,"Триста лет она оставалась в часовне на берегу Тускари, производя чудеса и притягивая к своему месту силы народ."
49,"После того, как в начале 16-го века край вошел в состав Московского государства, слава о Коренной пошла гулять по России."
50,"В 1597 году последний царь Рюриковой династии Федор Иоаннович (большой любитель святынь) услыхал о чудесном образе и захотел увидеть его собственными глазами."
51,"Знамение доставили в Москву."
