"sent_pos","source"
0,"Украинские депутаты ведут онлайн-трансляцию в Twitter."
1,"Верховная Рада в среду проводит закрытое заседание, на котором заслушает отчет руководителей силовых ведомств по ситуации на Украине, в том числе на Донбассе."
2,"Перед парламентом выступят, в частности, глава Службы безопасности Украины (СБУ) Валентин Наливайченко, глава МВД Арсен Аваков, и.о."
3,"министра обороны Михаил Коваль и и.о."
4,"генпрокурора Олег Махницкий."
5,"""Основная тема - ситуация в стране из-за угрозы нарушения территориальной целостности и конституционного строя."
6,"Не исключено, что будут приняты важные кадровые решения"", - сообщили ИТАР-ТАСС в депутатской фракции ""Батькивщина""."
7,"Кроме того, в повестке дня заседания есть постановление, которым Рада может рекомендовать возобновить общий призыв в армию и организовать учебно-тренировочные центры для добровольцев."
8,"Также Рада может принять решение о введении чрезвычайного положения в восточных областях Украины."
9,"Об этом перед началом заседания заявил народный депутат Ярослав Сухой."
10,"""Если будет необходимо, то мы примем решение о введении какого-либо положения (чрезвычайного либо военного)."
11,"Мы готовы, безусловно."
12,"Так дальше длиться не может, это уже не шутки"", – сказал парламентарий."
13,"При этом он уточнил, что решение будет приниматься на основании отчета силовиков, которые должны сообщить, что им необходимо для решения ситуации в стране."
14,"В связи с тем, что Рада работает в закрытом режиме, прессу в парламенте допустили лишь в кулуары."
15,"Гостей парламента, СМИ и помощников нардепов пустили только на третий этаж Рады."
16,"Wi-Fi также отключили."
17,"В то же время некоторые депутаты все же умудрились организовать онлайн-трансляцию секретного заседания."
18,"""Начинается закрытое заседание ВР."
19,"Тема - ситуация в стране, АТО и нарушения территориальной целостности"", - цитирует NEWSru.com записи в Тwitter нардепа Александра Бригинца."
20,"При этом он пообещал, что будет писать ""только о том, что не является тайной""."
21,"Депутат Леся Оробец сообщила, что в парламенте присутствуют все фракции."
22,"""Закрытая сессия."
23,"Есть все фракции"", - написала она в Тwitter."
24,"В свою очередь Бригинец отметил, что один из депутатов уже предлагает исключить из зала одну фракцию, которая ""является агентом ФСБ в полном составе""."
25,"""На сессии не ходят, а теперь пришли на тайны"", - написал он в очередном твите."
26,"Кроме того, Бригинец рассказал, что украинские силовики задержали сотрудников российских спецслужб, которые якобы дают показания против своих коллег: ""Есть арестованные офицеры российского ГРУ."
27,"Они дают показания и искренне сливают своих"", - написал нардеп."
28,"По его словам, депутаты потребовали от СБУ обнародовать имена и фотографии задержанных российских военных."
29,"Силовики обещали сделать это, заверил Бригинец."
30,"Говоря об опасностях, грозящих Украине, депутат заявил, что по мнению его и парламента, их всего три."
31,"Во-первых, это российские диверсионные группы, приходящие на территорию Украины из Крыма и Ростова."
32,"""Эти группы должны быть изолированы или уничтожены"", - отметил депутат."
33,"Вторая опасность - ""проплаченные бандиты местного разлива"", которых надо задержать и судить."
34,"Некоторых из них со временем можно амнистировать, считает Бригинец."
35,"И, наконец, последнюю угрозу представляют ""обманутые протестующие, которые верят российской пропаганде и искренне выходят на акции протесты""."
36,"Бригинец отметил, что таких ""немного""."
37,"Этих людей, если они не совершили никаких преступлений, не надо наказывать, считает нардеп."
38,"""Есть и другие опасности, но о них я говорить не могу"", - добавил он."
39,"После закрытого заседания сегодня состоится пленарное, на котором предполагается рассмотреть проект постановления о дополнительных мерах по укреплению обороноспособности Украины."
40,"Кроме того, парламентарии планируют рассмотреть в первом чтении законопроект о внесении изменений в закон Украины ""О социальной и правовой защите военнослужащих и членов их семей"" (о гарантиях в особенный период)."
41,"Также они должны принять решение по обсужденным ранее вопросам, в частности относительно законопроектов о внесении изменений в закон Украины ""О столице Украины - городе-герое Киев"" - о назначении на должность главы Киевской городской государственной администрации только избранного Киевским городским головой человека, и о предоставлении Киевскому городскому голове возможности реально влиять на развитие города."
42,"Кроме того, депутаты рассмотрят во втором чтении законопроект авторства Мустафы Джемилева и Виктора Тарана о восстановлении прав лиц, подвергшихся депортации по национальному признаку."
