"sent_pos","source"
0,"Алкоголь поражает полость рта и горло."
1,"К такому выводу пришли учёные-медики из Великобритании, исследуя статистику раковых заболеваний."
2,"Оказалось, что наиболее подвержена риску грозного заболевания 40-50-летняя возрастная группа."
3,"Кроме этого, статистика показывает, что рак поражает и тех, кто пристрастился к курению."
4,"В Великобритании ежегодно от рака ротовой полости и горла умирает 1800 человек, причём этот показатель стал расти в последние годы, вместе с ростом потребления алкоголя и табачных изделий в стране."
5,"Количестве потребляемого алкоголя, в сравнении с 1950-ми годами, удвоилось."
6,"«Люди даже не представляют, насколько тесная связь существует между алкоголем и онкологическими заболеваниями."
7,"Болезнь печени по-прежнему считается основным результатом злоупотребления алкоголем."
8,"Однако все больше и больше людей начинают страдать онкологией из-за своего пристрастия», — считает Дон Шенкер, занимающийся антиалкогольной политикой."
9,"Губы, язык, дёсна и горло человека наиболее подвержены онкологическим заболеваниям."
10,"Как показывает статистика, с середины 1990-х годов число мужчин, заболевших раком ротовой полости, возросло на 28%, а женщин - на 24%."
11,"Учёные находят, что дополнительной причиной развития злокачественных опухолей является недостаточное потребление овощей и фруктов."
