"sent_pos","source"
0,"С 13 по 14 апреля в Аль Аин (Al Ain) (Объединённые Арабские Эмираты) состоялось заседание президентского совета ФИДЕ."
1,"Президент ФИДЕ Илюмжинов, Кирсан Илюмжинов сообщил, что он подписал три важных контракта."
2,"Первый контракт был подписан с чемпионом мира ФИДЕ Веселином Топаловым, второй с «классическим чемпионом мира» Владимиром Крамником."
3,"Этими контрактами окончательно подтверждено, что матч между Топаловым и Крамником состоится с 21 сентября по 13 октября в Элисте."
4,"Призовой фонд матча — 1 миллион долларов."
5,"Каждый из участников матча получит половину призового фонда, не зависимо от результата."
6,"Матч будет играться из 12 партий, в случае ничейного результата будут сыграны дополнительные четыре партии с укороченным контролем времени (по 25 минут каждому)."
7,"Победитель матча будет объявлен чемпионом мира."
8,"Чемпион мира обязан защищать свой титул в матч-турнире восьми, который состоится осенью 2007 года в Мехико."
9,"Проигравший матч выбывает из текущего цикла чемпионата мира и будет вынужден начинать следующий цикл чемпионата мира с кубка мира."
10,"Третий контракт был подписан между ФИДЕ и Мехико."
11,"В этом контракте говорится, что следующий матч-турнир восьми за звание «Чемпион мира по шахматам» состоится в Мехико в октябре 2007 года."
12,"Этот турнир пройдёт по той же формуле, что и первый такой турнир, который состоялся в 2005 году в Сан Луисе (Аргентина)."
13,"Мехико гарантирует призовой фонд турнира в размере 1,3 миллионов долларов."
