"sent_pos","source"
0,"В выходные состоялся очередной этап Формулы-1 Гран-при Европы."
1,"Гонка прошла в Германии на трассе Нюрбургринг."
2,"Хотя в этот раз в отличии от прошлой гонки Михаэль Шумахер отдал субботнюю квалификацию Фернандо Алонсо, но в заключительной части гонки буквально ""пересидел"" пилота Рено на трассе и благодаря нескольким быстрым кругам по свободной трассе уверенно вышел в лидеры и пересёк клечатый флаг в 86-ой раз в карьере."
3,"Несмотря на второй проигрыш, Фернандо Алонсо по прежнему остаётся лидером чемпионата с заделом в 13 очков над своим ближайшим конкурентом, Михаэлем Шумахером."
4,"Как заявил на пресс-конференции после гонки Алонсо: ""В этой гонке я задавал темп и, как видно, делал это слишком долго."
5,"В то время как для Феррари всё складывалось хорошо, наша резина работала не на сто процентов и это, очевидно, решило судьбу гонки."
6,"Теперь нужно думать уже о следующей гонке в Барселоне, где у нас снова будут неплохие шансы на победу""."
7,"Филипе Масса, партнёр Михаэля по команде Феррари, впервые в своей карьере взошёл на подиум, приехав третьим."
8,"Кими Райкконен, как и в прошлом сезоне, постепенно ""набирает обороты"" и финиширует всё ближе к своим соперникам из команд Феррари и Рено."
9,"С проигрышем всего около секунды он пришёл к финишу относительно Массы, изрядно потрепав ему нервы на последних кругах гонки и заставляя его ускорять темп."
10,"Хороший результат показал пилот БМВ Заубер Нико Росберг, по праву считающемся ""находкой сезона""."
11,"Он финишировал на 7-ом месте."
12,"Неплохую гонку провела и российская команда Мидланд-Ф1 Рэйсинг."
13,"Оба пилота этой команды, Тьяго Монтейро и Кристиан Альберс, добрались до финиша."
