"sent_pos","source"
0,"Интервью с Лилией Шибановой Руководитель общероссийской организации по защите прав избирателей «Голос» Лилия Шибанова в эксклюзивном интервью для Русской службы «Голоса Америки» любезно согласилась прокомментировать итоги думских выборов."
1,"Лилия Шибанова: Мы считаем, что выборы в Думу были несвободными, неконкурентными."
2,"Они проходили под большим административным давлением, начиная с избирательной кампании и заканчивая днем голосования."
3,"Было большое принуждение граждан голосовать по открепительным удостоверениям."
4,"Причем, не по месту жительства, а по месту работы."
5,"И, соответственно, очень активно велась агитация за «Единую Россию»."
6,"Было очень много нарушений процедур в день голосования."
7,"Кстати, открепительных удостоверений на этих парламентских выборах было выдано в 2 раза больше, чем прошлый раз."
8,"Хотя даже на прошлых выборах по выданным удостоверениям проголосовали только 70 % избирателей."
9,"Остальные ими не воспользовались."
10,"Кроме того, по сравнению с зарегистрированными избирателями число избирателей в списке после выборов оказалось на 1 миллион 1600 человек больше."
11,"Это нам подсчитал эксперт Аркадий Ефимович Любарев."
12,"Вывод: многие в день выборов голосовали многократно."
13,"И этому у нас есть многочисленные примеры."
14,"Вадим Массальский, корреспондент «Голоса Америки»: Насколько подобные примеры были для вас ожидаемы?"
15,"Л. Ш.: Для нас было неожиданностью, что нарушения окажутся настолько массовыми."
16,"Мы предполагали, что будут нарушения с открепительными удостоверениями, будут попытки давления на избирателей."
17,"Но удивительным для нас стали многочисленные факты голосования людей на избирательных участках просто по своим заявлениям."
18,"Причем, одновременно на нескольких участках."
19,"В."
20,"М.: А в каких регионах, на ваш взгляд, было больше всего нарушений, и где вашим активистам оказалось работать сложнее всего?"
21,"Л. Ш.: «Чемпионом» по нарушениям оказался Башкортостан."
22,"Там 50 % наших корреспондентов буквально не пустили на избирательные участки."
23,"Очень много нарушений было в Москве — с учетом, что это и мегаполис, и столица… Как ни странно, сложно оказалось работать в Новосибирске, хотя там, как мы считали, достаточно хорошая избирательная комиссия."
24,"В Новосибирске с утра было выпущено письмо, по которому только 8 средств массовой информации (причем, государственных) были якобы аккредитованы, а все остальные СМИ не допускались к наблюдению на участках."
25,"Только к обеду проблема разрешилась и стали пускать других корреспондентов."
26,"А в Красноярске накануне дня голосования было такое давление на наших координаторов, что они написали заявления о выходе из «Голоса» и вообще отказались работать."
27,"«Наезд» был такой, что до сих пор мы туда даже дозвониться не можем и не знаем, что там происходит."
28,"В."
29,"М.: А что с ситуацией в Петрозаводске, где был задержан или арестован представитель «Голоса» Евгений Лузгин?"
30,"Л. Ш.: Ситуация в Петрозаводске откровенно провокационная."
31,"Наш активист, молодой человек, студент, сфотографировал в кабинке для голосования брошюрку «План Путина»."
32,"Она валялась там."
33,"После этого его там буквально скрутила милиция."
34,"Брали отпечатки пальцев."
35,"Потом в районном отделении продержали до утра."
36,"Утром мы уже наняли адвоката, только после этого Лузгина отпустили домой."
37,"Причем, еще не было решения суда, а министр МВД, выступая по телевидению, поспешил заявить, что «Голос» организовал провокацию, и что якобы Женя Лузгин сам подбросил в кабинку листовку… К сожалению, это необоснованное утверждение целиком подтвердила местная избирательная комиссия."
38,"А ведь в Карелии мы работаем с 2000 года."
39,"Здесь знают «Голос» с хорошей стороны."
40,"Знают, чему мы учим и как мы учим."
41,"И в этом северном регионе раньше мы всегда отмечали хорошие, честные, объективные выборы."
42,"Там был порядок."
43,"Безумно глупо обвинять нас в какой-то провокации."
44,"Ну, мальчишка просто сфотографировал это буклет."
45,"Ну и что?"
46,"Нам в этой фотографии не было никакой необходимости."
47,"Смотрите — огромные баннеры в поддержку Путина во всех возможных и невозможных местах висели по всей Москве, да, я думаю, и в Петрозаводске их хватало."
48,"Фотографируй — кадров не хватит."
49,"Чего там цепляться за какую-то брошюрку?"
50,"В."
51,"М.: Как Вы намерены использовать факты и материалы, полученные Вами в ходе нынешней предвыборной кампании?"
52,"Возможно, будут внесены какие-то коррективы во время вашей работы на президентских выборах?"
53,"Л. Ш.: Ну, честно говоря, у меня теперь большие сомнения, что президентская кампания у нас вообще будет."
54,"Но если она будет, то я считаю, что, во-первых, надо кооперироваться со всеми наблюдателями, которые будут работать на участках."
55,"Надо создавать единый координационный центр, который бы отслеживал ситуацию на избирательных участках."
56,"Ведь только наших корреспондентов не хватает."
57,"И сейчас, когда мы боремся один на один с избирательной комиссией, ситуация просто патовая."
58,"Во-вторых, надо закрывать территориальные избирательные комиссии от переписывания протоколов."
59,"Я выступала на координационном совете в присутствии главы Центризбиркома г-на Чурова, и я говорила, что такая технология будет — переписывание протоколов."
60,"Говорила и о том, что абсолютно не соблюдается процедура принятия протоколов."
61,"Ничего не изменилось!"
62,"И вот сейчас, во время следующей избирательной кампании, нам вместе с политическими партиями надо наконец потребовать, чтобы соблюдались все процедуры."
63,"И назвать процедуры, которые системно не соблюдаются."
64,"И обращаться во все инстанции, куда только возможно."
65,"В."
66,"М.: Лилия Васильевна, а Вы не боитесь, что Вашу организацию просто закроют или приостановят ее деятельность в начале следующего года?"
67,"Л. Ш.: Судя по недавней провокации в Карелии, с нами могут сделать абсолютно все… И все же закрыть «Голос», как мне кажется, достаточно трудно."
68,"Во-первых, у нас «голосов» восемь."
69,"Восемь организаций, зарегистрированных в России."
70,"И любая организация может, в принципе, возглавить весь наш проект."
71,"А, в целом, в нашу ассоциацию входят 280 организаций, каждая из которых может в уведомительном порядке взять на себя функцию «Голоса»."
72,"Я лично не знаю, как можно закрыть 280 организаций."
73,"В."
74,"М.: Спасибо."
75,"Желаем, чтобы ваш «Голос» звучал громче, и чтобы он был услышан."
