"sent_pos","source"
0,"Из-за угрозы дефолта премьер-министр Греции формирует новое правительство."
1,"При этом Георгиос Папандреу опроверг слухи о своём уходе в отставку в трудные для страны времена."
2,"Глава греческого правительства Георгиос Папандреу объявил о планах провести кадровую чистку кабинета министров."
3,"За несколько часов до этого заявления в СМИ появилась информация о том, что премьер-министр намерен добровольно уйти в отставку и сформировать совместно с оппозицией правительство национального единства."
4,"Позже Папандреу опроверг информацию о своём уходе."
5,"Однако известно, что представители оппозиции действительно требовали отставки главы кабинета министров."
6,"Только на таком условии они были готовы сформировать «коалиционное правительство»."
7,"Впрочем, эти переговоры не привели к успеху."
8,"Как сообщает РБК, в настоящее время парламент Греции рассматривает вопрос о принятии «мер жёсткой экономии», которые предполагают резкое сокращение расходов на социальные нужды."
9,"Только на этом условии Афины могут рассчитывать на получение нового транша финансовой помощи от ЕС и МВФ."
10,"Эти непопулярные меры уже вызвали массовые беспорядки в стране."
11,"В столкновениях между работниками полиции и протестующими пострадали более 60 человек, из них 36 — работники МВД."
